tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,channel,program,note,velocity,control,value
166580,note_on,5,0,3,,,,,,,,,,,,0,,66,30,,
166585,note_on,5,0,3,,,,,,,,,,,,0,,76,45,,
166628,note_off,43,0,3,,,,,,,,,,,,0,,61,64,,
166631,note_off,3,0,3,,,,,,,,,,,,0,,66,64,,
166654,note_off,23,0,3,,,,,,,,,,,,0,,78,64,,
166665,note_off,11,0,3,,,,,,,,,,,,0,,70,64,,
166672,note_off,7,0,3,,,,,,,,,,,,0,,76,64,,
167025,note_on,353,0,3,,,,,,,,,,,,0,,77,44,,
167040,set_tempo,480,1,0,,,,,,,,,,,310000,,,,,,
167174,note_on,149,0,3,,,,,,,,,,,,0,,82,41,,
167182,note_off,8,0,3,,,,,,,,,,,,0,,77,64,,
167339,note_on,157,0,3,,,,,,,,,,,,0,,77,51,,
167366,note_off,27,0,3,,,,,,,,,,,,0,,82,64,,
167489,note_off,123,0,3,,,,,,,,,,,,0,,77,64,,
167513,note_on,24,0,3,,,,,,,,,,,,0,,66,21,,
167515,note_on,2,0,3,,,,,,,,,,,,0,,61,22,,
167518,note_on,3,0,3,,,,,,,,,,,,0,,70,22,,
167520,set_tempo,480,1,0,,,,,,,,,,,307500,,,,,,
167530,note_on,12,0,3,,,,,,,,,,,,0,,76,43,,
167586,note_off,56,0,3,,,,,,,,,,,,0,,61,64,,
167587,note_off,1,0,3,,,,,,,,,,,,0,,66,64,,
167608,note_off,21,0,3,,,,,,,,,,,,0,,70,64,,
167687,note_on,79,0,3,,,,,,,,,,,,0,,77,35,,
167710,note_off,23,0,3,,,,,,,,,,,,0,,76,64,,
167837,note_off,127,0,3,,,,,,,,,,,,0,,77,64,,
167868,note_on,31,0,3,,,,,,,,,,,,0,,78,25,,
168000,set_tempo,480,1,0,,,,,,,,,,,325000,,,,,,
168008,note_on,140,0,3,,,,,,,,,,,,0,,70,17,,
168021,note_on,13,0,3,,,,,,,,,,,,0,,66,28,,
168023,note_on,2,0,3,,,,,,,,,,,,0,,61,27,,
168031,note_on,8,0,3,,,,,,,,,,,,0,,77,39,,
168077,note_off,46,0,3,,,,,,,,,,,,0,,66,64,,
168078,note_off,1,0,3,,,,,,,,,,,,0,,78,64,,
168080,note_off,2,0,3,,,,,,,,,,,,0,,61,64,,
168103,note_off,23,0,3,,,,,,,,,,,,0,,70,64,,
168114,note_off,11,0,3,,,,,,,,,,,,0,,77,64,,
168480,set_tempo,480,1,0,,,,,,,,,,,317500,,,,,,
168481,note_on,367,0,3,,,,,,,,,,,,0,,75,40,,
168533,note_on,52,0,3,,,,,,,,,,,,0,,70,21,,
168538,note_on,0,0,3,,,,,,,,,,,,0,,66,31,,
168538,note_on,5,0,3,,,,,,,,,,,,0,,61,26,,
168600,note_off,62,0,3,,,,,,,,,,,,0,,66,64,,
168612,note_off,12,0,3,,,,,,,,,,,,0,,70,64,,
168618,note_off,6,0,3,,,,,,,,,,,,0,,61,64,,
168960,set_tempo,480,1,0,,,,,,,,,,,295000,,,,,,
168964,note_on,346,0,3,,,,,,,,,,,,0,,76,48,,
168985,note_off,21,0,3,,,,,,,,,,,,0,,75,64,,
169201,note_on,216,0,3,,,,,,,,,,,,0,,77,39,,
169237,note_off,36,0,3,,,,,,,,,,,,0,,76,64,,
169440,set_tempo,480,1,0,,,,,,,,,,,322500,,,,,,
169442,note_on,205,0,3,,,,,,,,,,,,0,,78,48,,
169507,note_off,65,0,3,,,,,,,,,,,,0,,77,64,,
169677,note_on,170,0,3,,,,,,,,,,,,0,,79,50,,
169745,note_off,68,0,3,,,,,,,,,,,,0,,78,64,,
169920,note_on,175,0,3,,,,,,,,,,,,0,,80,43,,
169920,set_tempo,480,1,0,,,,,,,,,,,327500,,,,,,
169936,note_off,16,0,3,,,,,,,,,,,,0,,79,64,,
170400,set_tempo,480,1,0,,,,,,,,,,,302500,,,,,,
170401,note_on,465,0,3,,,,,,,,,,,,0,,79,44,,
170404,note_off,3,0,3,,,,,,,,,,,,0,,80,64,,
170458,note_on,54,0,3,,,,,,,,,,,,0,,70,27,,
170480,note_on,22,0,3,,,,,,,,,,,,0,,64,41,,
170481,note_on,1,0,3,,,,,,,,,,,,0,,60,28,,
170547,note_off,66,0,3,,,,,,,,,,,,0,,64,64,,
170561,note_off,0,0,3,,,,,,,,,,,,0,,70,64,,
170561,note_off,14,0,3,,,,,,,,,,,,0,,60,64,,
170637,note_on,76,0,3,,,,,,,,,,,,0,,78,39,,
170645,note_off,8,0,3,,,,,,,,,,,,0,,79,64,,
170880,note_on,235,0,3,,,,,,,,,,,,0,,77,43,,
170880,set_tempo,480,1,0,,,,,,,,,,,342500,,,,,,
170896,note_on,16,0,3,,,,,,,,,,,,0,,70,13,,
170921,note_on,25,0,3,,,,,,,,,,,,0,,60,13,,
170922,note_on,1,0,3,,,,,,,,,,,,0,,68,52,,
170938,note_off,16,0,3,,,,,,,,,,,,0,,78,64,,
171006,note_off,68,0,3,,,,,,,,,,,,0,,68,64,,
171015,note_off,9,0,3,,,,,,,,,,,,0,,70,64,,
171024,note_off,9,0,3,,,,,,,,,,,,0,,60,64,,
171117,note_on,93,0,3,,,,,,,,,,,,0,,76,45,,
171126,note_off,9,0,3,,,,,,,,,,,,0,,77,64,,
171353,note_off,227,0,3,,,,,,,,,,,,0,,76,64,,
171360,set_tempo,480,1,0,,,,,,,,,,,332500,,,,,,
171364,note_on,11,0,3,,,,,,,,,,,,0,,75,28,,
171370,note_on,6,0,3,,,,,,,,,,,,0,,66,42,,
171379,note_on,9,0,3,,,,,,,,,,,,0,,70,34,,
171388,note_on,9,0,3,,,,,,,,,,,,0,,60,32,,
171440,note_off,52,0,3,,,,,,,,,,,,0,,66,64,,
171471,note_off,31,0,3,,,,,,,,,,,,0,,60,64,,
171483,note_off,12,0,3,,,,,,,,,,,,0,,70,64,,
171840,set_tempo,480,1,0,,,,,,,,,,,312500,,,,,,
171843,note_on,360,0,3,,,,,,,,,,,,0,,76,43,,
171888,note_off,45,0,3,,,,,,,,,,,,0,,75,64,,
172077,note_on,189,0,3,,,,,,,,,,,,0,,77,29,,
172078,note_off,1,0,3,,,,,,,,,,,,0,,76,64,,
172320,set_tempo,480,1,0,,,,,,,,,,,305000,,,,,,
172322,note_on,244,0,3,,,,,,,,,,,,0,,78,39,,
172378,note_off,56,0,3,,,,,,,,,,,,0,,77,64,,
172559,note_on,181,0,3,,,,,,,,,,,,0,,79,28,,
172619,note_off,60,0,3,,,,,,,,,,,,0,,78,64,,
172800,set_tempo,480,1,0,,,,,,,,,,,337500,,,,,,
172803,note_on,184,0,3,,,,,,,,,,,,0,,80,48,,
172810,note_off,7,0,3,,,,,,,,,,,,0,,79,64,,
173280,set_tempo,480,1,0,,,,,,,,,,,312500,,,,,,
173280,note_on,470,0,3,,,,,,,,,,,,0,,79,45,,
173295,note_on,15,0,3,,,,,,,,,,,,0,,70,26,,
173301,note_off,6,0,3,,,,,,,,,,,,0,,80,64,,
173312,note_on,11,0,3,,,,,,,,,,,,0,,60,26,,
173315,note_on,3,0,3,,,,,,,,,,,,0,,64,34,,
173379,note_off,64,0,3,,,,,,,,,,,,0,,64,64,,
173381,note_off,2,0,3,,,,,,,,,,,,0,,60,64,,
173390,note_off,9,0,3,,,,,,,,,,,,0,,70,64,,
173516,note_on,126,0,3,,,,,,,,,,,,0,,78,25,,
173520,note_off,4,0,3,,,,,,,,,,,,0,,79,64,,
173755,note_on,235,0,3,,,,,,,,,,,,0,,77,41,,
173760,set_tempo,480,1,0,,,,,,,,,,,347500,,,,,,
173771,note_on,0,0,3,,,,,,,,,,,,0,,68,36,,
173771,note_on,16,0,3,,,,,,,,,,,,0,,70,30,,
173781,note_on,10,0,3,,,,,,,,,,,,0,,60,29,,
173827,note_off,46,0,3,,,,,,,,,,,,0,,78,64,,
173854,note_off,27,0,3,,,,,,,,,,,,0,,68,64,,
173859,note_off,0,0,3,,,,,,,,,,,,0,,70,64,,
173859,note_off,5,0,3,,,,,,,,,,,,0,,60,64,,
173972,note_off,113,0,3,,,,,,,,,,,,0,,77,64,,
173996,note_on,24,0,3,,,,,,,,,,,,0,,76,38,,
174070,note_off,74,0,3,,,,,,,,,,,,0,,76,64,,
174240,note_on,170,0,3,,,,,,,,,,,,0,,70,34,,
174240,set_tempo,480,1,0,,,,,,,,,,,340000,,,,,,
174244,note_on,4,0,3,,,,,,,,,,,,0,,80,56,,
174247,note_on,3,0,3,,,,,,,,,,,,0,,64,37,,
174249,note_on,2,0,3,,,,,,,,,,,,0,,60,35,,
174343,note_off,94,0,3,,,,,,,,,,,,0,,70,64,,
174368,note_off,25,0,3,,,,,,,,,,,,0,,60,64,,
174376,note_off,8,0,3,,,,,,,,,,,,0,,64,64,,
174719,note_on,343,0,3,,,,,,,,,,,,0,,79,49,,
174720,set_tempo,480,1,0,,,,,,,,,,,332500,,,,,,
174822,note_off,103,0,3,,,,,,,,,,,,0,,80,64,,
174956,note_on,0,0,3,,,,,,,,,,,,0,,78,34,,
174956,note_off,134,0,3,,,,,,,,,,,,0,,79,64,,
175195,note_on,239,0,3,,,,,,,,,,,,0,,77,30,,
175200,set_tempo,480,1,0,,,,,,,,,,,322500,,,,,,
175215,note_off,20,0,3,,,,,,,,,,,,0,,78,64,,
175438,note_on,223,0,3,,,,,,,,,,,,0,,76,39,,
175471,note_off,33,0,3,,,,,,,,,,,,0,,77,64,,
175680,set_tempo,480,1,0,,,,,,,,,,,350000,,,,,,
175684,note_on,213,0,3,,,,,,,,,,,,0,,80,55,,
175711,note_on,27,0,3,,,,,,,,,,,,0,,64,48,,
175715,note_on,4,0,3,,,,,,,,,,,,0,,61,32,,
175720,note_on,5,0,3,,,,,,,,,,,,0,,70,34,,
175744,note_off,24,0,3,,,,,,,,,,,,0,,76,64,,
175831,note_off,87,0,3,,,,,,,,,,,,0,,70,64,,
175836,note_off,5,0,3,,,,,,,,,,,,0,,61,64,,
175841,note_off,5,0,3,,,,,,,,,,,,0,,64,64,,
176160,set_tempo,480,1,0,,,,,,,,,,,310000,,,,,,
176161,note_on,320,0,3,,,,,,,,,,,,0,,79,37,,
176216,note_off,55,0,3,,,,,,,,,,,,0,,80,64,,
176397,note_off,181,0,3,,,,,,,,,,,,0,,79,64,,
176403,note_on,6,0,3,,,,,,,,,,,,0,,78,22,,
176635,note_on,232,0,3,,,,,,,,,,,,0,,77,28,,
176640,set_tempo,480,1,0,,,,,,,,,,,347500,,,,,,
176677,note_off,42,0,3,,,,,,,,,,,,0,,78,64,,
176879,note_on,202,0,3,,,,,,,,,,,,0,,76,50,,
176895,note_off,16,0,3,,,,,,,,,,,,0,,77,64,,
177118,note_on,223,0,3,,,,,,,,,,,,0,,81,62,,
177120,set_tempo,480,1,0,,,,,,,,,,,362500,,,,,,
177154,note_off,36,0,3,,,,,,,,,,,,0,,76,64,,
177600,set_tempo,480,1,0,,,,,,,,,,,372500,,,,,,
178078,note_on,924,0,3,,,,,,,,,,,,0,,80,25,,
178080,set_tempo,480,1,0,,,,,,,,,,,355000,,,,,,
178128,note_off,50,0,3,,,,,,,,,,,,0,,81,64,,
178560,set_tempo,480,1,0,,,,,,,,,,,377500,,,,,,
178562,note_on,434,0,3,,,,,,,,,,,,0,,79,36,,
178600,note_off,38,0,3,,,,,,,,,,,,0,,80,64,,
179035,note_on,435,0,3,,,,,,,,,,,,0,,78,28,,
179040,set_tempo,480,1,0,,,,,,,,,,,375000,,,,,,
179108,note_off,73,0,3,,,,,,,,,,,,0,,79,64,,
179517,note_on,409,0,3,,,,,,,,,,,,0,,76,33,,
179520,set_tempo,480,1,0,,,,,,,,,,,427500,,,,,,
179553,note_off,36,0,3,,,,,,,,,,,,0,,78,64,,
179760,note_off,207,0,3,,,,,,,,,,,,0,,76,64,,
180000,set_tempo,480,1,0,,,,,,,,,,,312500,,,,,,
180002,note_on,242,0,3,,,,,,,,,,,,0,,81,56,,
180467,note_on,465,0,3,,,,,,,,,,,,0,,61,16,,
180471,note_on,4,0,3,,,,,,,,,,,,0,,70,26,,
180472,note_on,1,0,3,,,,,,,,,,,,0,,64,38,,
180480,set_tempo,480,1,0,,,,,,,,,,,335000,,,,,,
180559,note_off,87,0,3,,,,,,,,,,,,0,,70,64,,
180563,note_off,4,0,3,,,,,,,,,,,,0,,64,64,,
180573,note_off,10,0,3,,,,,,,,,,,,0,,61,64,,
180960,set_tempo,480,1,0,,,,,,,,,,,292500,,,,,,
180976,note_on,403,0,3,,,,,,,,,,,,0,,79,41,,
181031,note_off,55,0,3,,,,,,,,,,,,0,,81,64,,
181111,note_on,80,0,3,,,,,,,,,,,,0,,81,47,,
181130,note_off,19,0,3,,,,,,,,,,,,0,,79,64,,
181245,note_on,115,0,3,,,,,,,,,,,,0,,79,56,,
181268,note_off,23,0,3,,,,,,,,,,,,0,,81,64,,
181424,note_on,156,0,3,,,,,,,,,,,,0,,78,34,,
181439,note_off,15,0,3,,,,,,,,,,,,0,,79,64,,
181440,set_tempo,480,1,0,,,,,,,,,,,305000,,,,,,
181593,note_on,154,0,3,,,,,,,,,,,,0,,79,34,,
181626,note_off,33,0,3,,,,,,,,,,,,0,,78,64,,
181761,note_on,135,0,3,,,,,,,,,,,,0,,78,36,,
181790,note_off,29,0,3,,,,,,,,,,,,0,,79,64,,
181920,set_tempo,480,1,0,,,,,,,,,,,297500,,,,,,
181932,note_on,142,0,3,,,,,,,,,,,,0,,76,50,,
181933,note_on,1,0,3,,,,,,,,,,,,0,,70,32,,
181934,note_on,1,0,3,,,,,,,,,,,,0,,66,32,,
181940,note_on,6,0,3,,,,,,,,,,,,0,,62,32,,
181982,note_off,42,0,3,,,,,,,,,,,,0,,78,64,,
182026,note_off,44,0,3,,,,,,,,,,,,0,,70,64,,
182027,note_off,1,0,3,,,,,,,,,,,,0,,62,64,,
182028,note_off,1,0,3,,,,,,,,,,,,0,,66,64,,
182074,note_off,46,0,3,,,,,,,,,,,,0,,76,64,,
182093,note_on,19,0,3,,,,,,,,,,,,0,,78,55,,
182245,note_on,152,0,3,,,,,,,,,,,,0,,76,53,,
182254,note_off,9,0,3,,,,,,,,,,,,0,,78,64,,
182294,note_off,40,0,3,,,,,,,,,,,,0,,76,64,,
182400,set_tempo,480,1,0,,,,,,,,,,,320000,,,,,,
182435,note_on,141,0,3,,,,,,,,,,,,0,,74,51,,
182501,note_off,66,0,3,,,,,,,,,,,,0,,74,64,,
182880,set_tempo,480,1,0,,,,,,,,,,,290000,,,,,,
182933,note_on,432,0,3,,,,,,,,,,,,0,,74,29,,
183088,note_on,155,0,3,,,,,,,,,,,,0,,76,32,,
183120,note_off,32,0,3,,,,,,,,,,,,0,,74,64,,
183249,note_on,129,0,3,,,,,,,,,,,,0,,74,43,,
183265,note_off,16,0,3,,,,,,,,,,,,0,,76,64,,
183360,set_tempo,480,1,0,,,,,,,,,,,320000,,,,,,
183405,note_on,140,0,3,,,,,,,,,,,,0,,73,49,,
183433,note_off,28,0,3,,,,,,,,,,,,0,,74,64,,
183434,note_on,1,0,3,,,,,,,,,,,,0,,64,11,,
183443,note_on,9,0,3,,,,,,,,,,,,0,,67,24,,
183444,note_on,1,0,3,,,,,,,,,,,,0,,70,24,,
183520,note_off,76,0,3,,,,,,,,,,,,0,,70,64,,
183522,note_off,2,0,3,,,,,,,,,,,,0,,67,64,,
183532,note_off,10,0,3,,,,,,,,,,,,0,,64,64,,
183562,note_on,30,0,3,,,,,,,,,,,,0,,74,56,,
183595,note_off,33,0,3,,,,,,,,,,,,0,,73,64,,
183700,note_on,105,0,3,,,,,,,,,,,,0,,76,50,,
183706,note_off,6,0,3,,,,,,,,,,,,0,,74,64,,
183840,set_tempo,480,1,0,,,,,,,,,,,315000,,,,,,
183859,note_off,153,0,3,,,,,,,,,,,,0,,76,64,,
183860,note_on,1,0,3,,,,,,,,,,,,0,,74,59,,
183865,note_on,5,0,3,,,,,,,,,,,,0,,67,28,,
183869,note_on,4,0,3,,,,,,,,,,,,0,,70,30,,
183870,note_on,1,0,3,,,,,,,,,,,,0,,64,25,,
183951,note_off,81,0,3,,,,,,,,,,,,0,,74,64,,
183953,note_off,2,0,3,,,,,,,,,,,,0,,64,64,,
183956,note_off,3,0,3,,,,,,,,,,,,0,,67,64,,
183958,note_off,2,0,3,,,,,,,,,,,,0,,70,64,,
184312,note_on,354,0,3,,,,,,,,,,,,0,,73,30,,
184320,set_tempo,480,1,0,,,,,,,,,,,305000,,,,,,
184467,note_off,155,0,3,,,,,,,,,,,,0,,73,64,,
184480,note_on,13,0,3,,,,,,,,,,,,0,,74,36,,
184627,note_on,147,0,3,,,,,,,,,,,,0,,73,43,,
184655,note_off,28,0,3,,,,,,,,,,,,0,,74,64,,
184780,note_on,125,0,3,,,,,,,,,,,,0,,67,28,,
184792,note_on,12,0,3,,,,,,,,,,,,0,,64,28,,
184800,set_tempo,480,1,0,,,,,,,,,,,307500,,,,,,
184819,note_on,27,0,3,,,,,,,,,,,,0,,71,57,,
184831,note_off,12,0,3,,,,,,,,,,,,0,,73,64,,
184860,note_off,29,0,3,,,,,,,,,,,,0,,67,64,,
184877,note_off,17,0,3,,,,,,,,,,,,0,,64,64,,
184965,note_on,88,0,3,,,,,,,,,,,,0,,73,45,,
184994,note_off,29,0,3,,,,,,,,,,,,0,,71,64,,
185131,note_on,137,0,3,,,,,,,,,,,,0,,74,55,,
185139,note_off,8,0,3,,,,,,,,,,,,0,,73,64,,
185280,set_tempo,480,1,0,,,,,,,,,,,330000,,,,,,
185283,note_on,144,0,3,,,,,,,,,,,,0,,64,26,,
185284,note_on,1,0,3,,,,,,,,,,,,0,,67,27,,
185284,note_on,0,0,3,,,,,,,,,,,,0,,73,56,,
185290,note_off,6,0,3,,,,,,,,,,,,0,,74,64,,
185369,note_off,79,0,3,,,,,,,,,,,,0,,67,64,,
185372,note_off,3,0,3,,,,,,,,,,,,0,,64,64,,
185393,note_off,21,0,3,,,,,,,,,,,,0,,73,64,,
185760,set_tempo,480,1,0,,,,,,,,,,,315000,,,,,,
185774,note_on,381,0,3,,,,,,,,,,,,0,,81,72,,
186240,set_tempo,480,1,0,,,,,,,,,,,332500,,,,,,
186250,note_on,476,0,3,,,,,,,,,,,,0,,70,30,,
186250,note_on,0,0,3,,,,,,,,,,,,0,,61,26,,
186252,note_on,2,0,3,,,,,,,,,,,,0,,64,39,,
186321,note_off,69,0,3,,,,,,,,,,,,0,,64,64,,
186329,note_off,8,0,3,,,,,,,,,,,,0,,61,64,,
186337,note_off,8,0,3,,,,,,,,,,,,0,,70,64,,
186720,set_tempo,480,1,0,,,,,,,,,,,297500,,,,,,
186731,note_on,394,0,3,,,,,,,,,,,,0,,79,42,,
186750,note_off,19,0,3,,,,,,,,,,,,0,,81,64,,
186882,note_on,132,0,3,,,,,,,,,,,,0,,81,51,,
186892,note_off,10,0,3,,,,,,,,,,,,0,,79,64,,
187039,note_on,147,0,3,,,,,,,,,,,,0,,79,47,,
187059,note_off,20,0,3,,,,,,,,,,,,0,,81,64,,
187200,set_tempo,480,1,0,,,,,,,,,,,322500,,,,,,
187240,note_on,181,0,3,,,,,,,,,,,,0,,78,35,,
187242,note_off,2,0,3,,,,,,,,,,,,0,,79,64,,
187383,note_on,141,0,3,,,,,,,,,,,,0,,79,43,,
187428,note_off,45,0,3,,,,,,,,,,,,0,,78,64,,
187548,note_on,120,0,3,,,,,,,,,,,,0,,78,36,,
187586,note_off,38,0,3,,,,,,,,,,,,0,,79,64,,
187680,set_tempo,480,1,0,,,,,,,,,,,307500,,,,,,
187692,note_on,106,0,3,,,,,,,,,,,,0,,66,23,,
187693,note_on,1,0,3,,,,,,,,,,,,0,,70,28,,
187695,note_on,2,0,3,,,,,,,,,,,,0,,62,26,,
187713,note_on,18,0,3,,,,,,,,,,,,0,,76,49,,
187753,note_off,40,0,3,,,,,,,,,,,,0,,78,64,,
187766,note_off,13,0,3,,,,,,,,,,,,0,,70,64,,
187779,note_off,13,0,3,,,,,,,,,,,,0,,62,64,,
187784,note_off,5,0,3,,,,,,,,,,,,0,,66,64,,
187851,note_on,67,0,3,,,,,,,,,,,,0,,78,52,,
187855,note_off,4,0,3,,,,,,,,,,,,0,,76,64,,
188006,note_on,151,0,3,,,,,,,,,,,,0,,76,52,,
188043,note_off,37,0,3,,,,,,,,,,,,0,,78,64,,
188101,note_off,58,0,3,,,,,,,,,,,,0,,76,64,,
188160,set_tempo,480,1,0,,,,,,,,,,,330000,,,,,,
188196,note_on,95,0,3,,,,,,,,,,,,0,,74,56,,
188263,note_off,67,0,3,,,,,,,,,,,,0,,74,64,,
188640,set_tempo,480,1,0,,,,,,,,,,,305000,,,,,,
188657,note_on,394,0,3,,,,,,,,,,,,0,,74,53,,
188814,note_off,157,0,3,,,,,,,,,,,,0,,74,64,,
188818,note_on,4,0,3,,,,,,,,,,,,0,,76,50,,
188972,note_off,154,0,3,,,,,,,,,,,,0,,76,64,,
188980,note_on,8,0,3,,,,,,,,,,,,0,,74,53,,
189120,set_tempo,480,1,0,,,,,,,,,,,312500,,,,,,
189134,note_on,154,0,3,,,,,,,,,,,,0,,73,51,,
189148,note_on,14,0,3,,,,,,,,,,,,0,,70,17,,
189153,note_on,5,0,3,,,,,,,,,,,,0,,64,28,,
189154,note_off,1,0,3,,,,,,,,,,,,0,,74,64,,
189159,note_on,5,0,3,,,,,,,,,,,,0,,67,26,,
189220,note_off,61,0,3,,,,,,,,,,,,0,,70,64,,
189227,note_off,7,0,3,,,,,,,,,,,,0,,64,64,,
189237,note_off,10,0,3,,,,,,,,,,,,0,,67,64,,
189300,note_on,63,0,3,,,,,,,,,,,,0,,74,56,,
189320,note_off,20,0,3,,,,,,,,,,,,0,,73,64,,
189435,note_on,115,0,3,,,,,,,,,,,,0,,76,50,,
189452,note_off,17,0,3,,,,,,,,,,,,0,,74,64,,
189591,note_off,139,0,3,,,,,,,,,,,,0,,76,64,,
189599,note_on,8,0,3,,,,,,,,,,,,0,,74,56,,
189600,set_tempo,480,1,0,,,,,,,,,,,332500,,,,,,
189603,note_on,4,0,3,,,,,,,,,,,,0,,70,30,,
189608,note_on,5,0,3,,,,,,,,,,,,0,,67,32,,
189608,note_on,0,0,3,,,,,,,,,,,,0,,64,30,,
189653,note_off,45,0,3,,,,,,,,,,,,0,,74,64,,
189679,note_off,26,0,3,,,,,,,,,,,,0,,70,64,,
189685,note_off,6,0,3,,,,,,,,,,,,0,,64,64,,
189698,note_off,13,0,3,,,,,,,,,,,,0,,67,64,,
190080,set_tempo,480,1,0,,,,,,,,,,,305000,,,,,,
190087,note_on,389,0,3,,,,,,,,,,,,0,,73,38,,
190252,note_on,165,0,3,,,,,,,,,,,,0,,74,37,,
190278,note_off,26,0,3,,,,,,,,,,,,0,,73,64,,
190400,note_on,122,0,3,,,,,,,,,,,,0,,73,45,,
190407,note_off,7,0,3,,,,,,,,,,,,0,,74,64,,
190546,note_on,139,0,3,,,,,,,,,,,,0,,67,30,,
190550,note_on,4,0,3,,,,,,,,,,,,0,,64,30,,
190554,note_on,4,0,3,,,,,,,,,,,,0,,71,55,,
190560,set_tempo,480,1,0,,,,,,,,,,,312500,,,,,,
190611,note_off,57,0,3,,,,,,,,,,,,0,,73,64,,
190623,note_off,12,0,3,,,,,,,,,,,,0,,67,64,,
190626,note_off,3,0,3,,,,,,,,,,,,0,,64,64,,
190717,note_on,91,0,3,,,,,,,,,,,,0,,73,52,,
190721,note_off,4,0,3,,,,,,,,,,,,0,,71,64,,
190860,note_on,139,0,3,,,,,,,,,,,,0,,74,55,,
190893,note_off,33,0,3,,,,,,,,,,,,0,,73,64,,
190977,note_off,84,0,3,,,,,,,,,,,,0,,74,64,,
191038,note_on,61,0,3,,,,,,,,,,,,0,,64,26,,
191038,note_on,0,0,3,,,,,,,,,,,,0,,73,53,,
191040,set_tempo,480,1,0,,,,,,,,,,,342500,,,,,,
191043,note_on,5,0,3,,,,,,,,,,,,0,,67,27,,
191123,note_off,80,0,3,,,,,,,,,,,,0,,64,64,,
191131,note_off,8,0,3,,,,,,,,,,,,0,,73,64,,
191136,note_off,5,0,3,,,,,,,,,,,,0,,67,64,,
191512,control_change,376,0,3,,,,,,,,,,,,0,,,,64,127
191518,note_on,6,0,3,,,,,,,,,,,,0,,72,36,,
191520,set_tempo,480,1,0,,,,,,,,,,,312500,,,,,,
191682,note_on,164,0,3,,,,,,,,,,,,0,,79,37,,
191683,note_off,1,0,3,,,,,,,,,,,,0,,72,64,,
191832,note_off,149,0,3,,,,,,,,,,,,0,,79,64,,
191842,note_on,10,0,3,,,,,,,,,,,,0,,84,36,,
191998,note_on,156,0,3,,,,,,,,,,,,0,,83,43,,
192000,set_tempo,480,1,0,,,,,,,,,,,337500,,,,,,
192008,note_on,10,0,3,,,,,,,,,,,,0,,67,42,,
192009,note_off,1,0,3,,,,,,,,,,,,0,,84,64,,
192011,note_on,2,0,3,,,,,,,,,,,,0,,72,24,,
192017,note_on,6,0,3,,,,,,,,,,,,0,,61,22,,
192073,note_off,56,0,3,,,,,,,,,,,,0,,67,64,,
192077,note_off,4,0,3,,,,,,,,,,,,0,,61,64,,
192089,note_off,12,0,3,,,,,,,,,,,,0,,72,64,,
192163,note_on,74,0,3,,,,,,,,,,,,0,,84,41,,
192167,note_off,4,0,3,,,,,,,,,,,,0,,83,64,,
192315,note_on,148,0,3,,,,,,,,,,,,0,,86,39,,
192330,note_off,15,0,3,,,,,,,,,,,,0,,84,64,,
192473,note_off,143,0,3,,,,,,,,,,,,0,,86,64,,
192477,note_on,4,0,3,,,,,,,,,,,,0,,84,40,,
192480,set_tempo,480,1,0,,,,,,,,,,,322500,,,,,,
192491,note_on,14,0,3,,,,,,,,,,,,0,,63,23,,
192492,note_on,1,0,3,,,,,,,,,,,,0,,67,38,,
192492,note_on,0,0,3,,,,,,,,,,,,0,,72,27,,
192562,note_off,70,0,3,,,,,,,,,,,,0,,67,64,,
192569,note_off,7,0,3,,,,,,,,,,,,0,,63,64,,
192582,note_off,13,0,3,,,,,,,,,,,,0,,72,64,,
192641,note_on,0,0,3,,,,,,,,,,,,0,,91,34,,
192641,note_off,59,0,3,,,,,,,,,,,,0,,84,64,,
192797,note_off,156,0,3,,,,,,,,,,,,0,,91,64,,
192804,note_on,7,0,3,,,,,,,,,,,,0,,96,42,,
192958,note_on,154,0,3,,,,,,,,,,,,0,,95,36,,
192960,set_tempo,480,1,0,,,,,,,,,,,322500,,,,,,
192968,note_off,10,0,3,,,,,,,,,,,,0,,96,64,,
192972,note_on,4,0,3,,,,,,,,,,,,0,,63,24,,
192975,note_on,3,0,3,,,,,,,,,,,,0,,67,37,,
192981,note_on,6,0,3,,,,,,,,,,,,0,,72,30,,
193052,note_off,71,0,3,,,,,,,,,,,,0,,67,64,,
193059,note_off,7,0,3,,,,,,,,,,,,0,,63,64,,
193072,note_off,13,0,3,,,,,,,,,,,,0,,72,64,,
193108,note_off,36,0,3,,,,,,,,,,,,0,,95,64,,
193119,note_on,11,0,3,,,,,,,,,,,,0,,96,35,,
193279,note_on,160,0,3,,,,,,,,,,,,0,,98,39,,
193282,note_off,3,0,3,,,,,,,,,,,,0,,96,64,,
193435,note_on,153,0,3,,,,,,,,,,,,0,,96,39,,
193440,set_tempo,480,1,0,,,,,,,,,,,327500,,,,,,
193441,note_off,6,0,3,,,,,,,,,,,,0,,98,64,,
193569,control_change,128,0,3,,,,,,,,,,,,0,,,,64,0
193586,note_off,17,0,3,,,,,,,,,,,,0,,96,64,,
193601,note_on,15,0,3,,,,,,,,,,,,0,,91,33,,
193752,note_off,151,0,3,,,,,,,,,,,,0,,91,64,,
