tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,channel,program,note,velocity,control,value
0,channel_prefix,0,1,1,,,,,,,,,,,,0,,,,,
0,end_of_track,0,1,1,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,2,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,,,,,
0,smpte_offset,0,1,0,30,0,0,0,0,0,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,,,,,0,0,,,,
0,set_tempo,0,1,0,,,,,,,,,,,382500,,,,,,
0,text,0,1,1,,,,,,,,,,,,,,,,,
0,text,0,1,3,,,,,,,,,,,,,,,,,
0,text,0,1,4,,,,,,,,,,,,,,,,,
0,text,0,1,2,,,,,,,,,,,,,,,,,
0,channel_prefix,0,1,2,,,,,,,,,,,,0,,,,,
0,channel_prefix,0,1,4,,,,,,,,,,,,0,,,,,
0,text,0,1,5,,,,,,,,,,,,,,,,,
0,channel_prefix,0,1,5,,,,,,,,,,,,0,,,,,
0,channel_prefix,0,1,6,,,,,,,,,,,,0,,,,,
0,time_signature,0,1,0,,,,,,,3,4,24,8,,,,,,,
0,text,0,1,6,,,,,,,,,,,,,,,,,
452,note_on,452,0,3,,,,,,,,,,,,0,,63,38,,
480,set_tempo,480,1,0,,,,,,,,,,,412500,,,,,,
511,note_on,59,0,3,,,,,,,,,,,,0,,64,51,,
522,note_off,11,0,3,,,,,,,,,,,,0,,63,64,,
919,note_on,397,0,3,,,,,,,,,,,,0,,59,42,,
959,note_off,40,0,3,,,,,,,,,,,,0,,64,64,,
960,set_tempo,480,1,0,,,,,,,,,,,382500,,,,,,
1397,note_on,438,0,3,,,,,,,,,,,,0,,65,56,,
1440,set_tempo,480,1,0,,,,,,,,,,,407500,,,,,,
1460,note_off,63,0,3,,,,,,,,,,,,0,,59,64,,
1920,set_tempo,480,1,0,,,,,,,,,,,422500,,,,,,
2369,note_off,909,0,3,,,,,,,,,,,,0,,65,64,,
2400,set_tempo,480,1,0,,,,,,,,,,,387500,,,,,,
2880,set_tempo,480,1,0,,,,,,,,,,,367500,,,,,,
3282,note_on,913,0,3,,,,,,,,,,,,0,,63,18,,
3360,set_tempo,480,1,0,,,,,,,,,,,377500,,,,,,
3372,note_on,90,0,3,,,,,,,,,,,,0,,64,20,,
3388,note_off,16,0,3,,,,,,,,,,,,0,,63,64,,
3825,note_on,437,0,3,,,,,,,,,,,,0,,59,20,,
3840,set_tempo,480,1,0,,,,,,,,,,,375000,,,,,,
3851,note_off,26,0,3,,,,,,,,,,,,0,,64,64,,
4301,note_on,450,0,3,,,,,,,,,,,,0,,65,24,,
4313,note_off,12,0,3,,,,,,,,,,,,0,,59,64,,
4320,set_tempo,480,1,0,,,,,,,,,,,415000,,,,,,
4800,set_tempo,480,1,0,,,,,,,,,,,420000,,,,,,
5276,note_off,963,0,3,,,,,,,,,,,,0,,65,64,,
5280,set_tempo,480,1,0,,,,,,,,,,,435000,,,,,,
5760,set_tempo,480,1,0,,,,,,,,,,,380000,,,,,,
6161,note_on,885,0,3,,,,,,,,,,,,0,,64,55,,
6240,set_tempo,480,1,0,,,,,,,,,,,372500,,,,,,
6270,note_on,109,0,3,,,,,,,,,,,,0,,65,60,,
6273,note_off,3,0,3,,,,,,,,,,,,0,,64,64,,
6720,set_tempo,480,1,0,,,,,,,,,,,385000,,,,,,
6740,note_on,467,0,3,,,,,,,,,,,,0,,59,57,,
6769,note_off,29,0,3,,,,,,,,,,,,0,,65,64,,
7100,note_off,331,0,3,,,,,,,,,,,,0,,59,64,,
7200,set_tempo,480,1,0,,,,,,,,,,,367500,,,,,,
7654,note_on,554,0,3,,,,,,,,,,,,0,,61,37,,
7680,set_tempo,480,1,0,,,,,,,,,,,360000,,,,,,
8126,note_on,472,0,3,,,,,,,,,,,,0,,65,45,,
8160,set_tempo,480,1,0,,,,,,,,,,,332500,,,,,,
8174,note_off,48,0,3,,,,,,,,,,,,0,,61,64,,
8395,note_off,221,0,3,,,,,,,,,,,,0,,65,64,,
8640,set_tempo,480,1,0,,,,,,,,,,,355000,,,,,,
9013,note_on,618,0,3,,,,,,,,,,,,0,,64,39,,
9120,set_tempo,480,1,0,,,,,,,,,,,352500,,,,,,
9142,note_on,129,0,3,,,,,,,,,,,,0,,65,48,,
9159,note_off,17,0,3,,,,,,,,,,,,0,,64,64,,
9549,note_on,390,0,3,,,,,,,,,,,,0,,59,46,,
9593,note_off,44,0,3,,,,,,,,,,,,0,,65,64,,
9600,set_tempo,480,1,0,,,,,,,,,,,347500,,,,,,
9897,note_off,304,0,3,,,,,,,,,,,,0,,59,64,,
10080,set_tempo,480,1,0,,,,,,,,,,,330000,,,,,,
10524,note_on,627,0,3,,,,,,,,,,,,0,,61,31,,
10560,set_tempo,480,1,0,,,,,,,,,,,345000,,,,,,
11022,note_on,498,0,3,,,,,,,,,,,,0,,65,30,,
11040,set_tempo,480,1,0,,,,,,,,,,,345000,,,,,,
11070,note_off,48,0,3,,,,,,,,,,,,0,,61,64,,
11413,note_off,343,0,3,,,,,,,,,,,,0,,65,64,,
11520,set_tempo,480,1,0,,,,,,,,,,,357500,,,,,,
12000,set_tempo,480,1,0,,,,,,,,,,,325000,,,,,,
12480,set_tempo,480,1,0,,,,,,,,,,,347500,,,,,,
12960,set_tempo,480,1,0,,,,,,,,,,,340000,,,,,,
12964,note_on,1551,0,3,,,,,,,,,,,,0,,61,31,,
13430,note_on,466,0,3,,,,,,,,,,,,0,,62,30,,
13440,set_tempo,480,1,0,,,,,,,,,,,352500,,,,,,
13460,note_off,30,0,3,,,,,,,,,,,,0,,61,64,,
13920,set_tempo,480,1,0,,,,,,,,,,,365000,,,,,,
13928,note_on,468,0,3,,,,,,,,,,,,0,,64,20,,
13956,note_off,28,0,3,,,,,,,,,,,,0,,62,64,,
14400,set_tempo,480,1,0,,,,,,,,,,,395000,,,,,,
14444,note_on,488,0,3,,,,,,,,,,,,0,,65,9,,
14489,note_off,45,0,3,,,,,,,,,,,,0,,64,64,,
14880,set_tempo,480,1,0,,,,,,,,,,,410000,,,,,,
15360,set_tempo,480,1,0,,,,,,,,,,,367500,,,,,,
15632,note_off,1143,0,3,,,,,,,,,,,,0,,65,64,,
15811,note_on,179,0,3,,,,,,,,,,,,0,,61,27,,
15840,set_tempo,480,1,0,,,,,,,,,,,480000,,,,,,
16281,note_on,470,0,3,,,,,,,,,,,,0,,62,35,,
16294,note_off,13,0,3,,,,,,,,,,,,0,,61,64,,
16320,set_tempo,480,1,0,,,,,,,,,,,522500,,,,,,
16764,note_on,470,0,3,,,,,,,,,,,,0,,64,37,,
16800,set_tempo,480,1,0,,,,,,,,,,,505000,,,,,,
16845,note_off,81,0,3,,,,,,,,,,,,0,,62,64,,
17230,note_off,385,0,3,,,,,,,,,,,,0,,64,64,,
17280,set_tempo,480,1,0,,,,,,,,,,,297500,,,,,,
17317,note_on,87,0,3,,,,,,,,,,,,0,,65,38,,
17470,note_on,153,0,3,,,,,,,,,,,,0,,67,42,,
17506,note_off,36,0,3,,,,,,,,,,,,0,,65,64,,
17602,note_on,96,0,3,,,,,,,,,,,,0,,65,40,,
17621,note_off,19,0,3,,,,,,,,,,,,0,,67,64,,
17748,note_on,127,0,3,,,,,,,,,,,,0,,59,16,,
17750,note_on,2,0,3,,,,,,,,,,,,0,,50,26,,
17760,set_tempo,480,1,0,,,,,,,,,,,330000,,,,,,
17765,note_on,15,0,3,,,,,,,,,,,,0,,55,47,,
17772,note_on,7,0,3,,,,,,,,,,,,0,,64,46,,
17793,note_off,21,0,3,,,,,,,,,,,,0,,65,64,,
17809,note_off,16,0,3,,,,,,,,,,,,0,,59,64,,
17810,note_off,1,0,3,,,,,,,,,,,,0,,50,64,,
17818,note_off,8,0,3,,,,,,,,,,,,0,,55,64,,
17912,note_off,94,0,3,,,,,,,,,,,,0,,64,64,,
17917,note_on,5,0,3,,,,,,,,,,,,0,,65,46,,
18058,note_off,141,0,3,,,,,,,,,,,,0,,65,64,,
18066,note_on,8,0,3,,,,,,,,,,,,0,,67,41,,
18221,note_on,155,0,3,,,,,,,,,,,,0,,59,35,,
18227,note_on,6,0,3,,,,,,,,,,,,0,,50,28,,
18230,note_on,3,0,3,,,,,,,,,,,,0,,65,28,,
18231,note_on,1,0,3,,,,,,,,,,,,0,,55,36,,
18240,set_tempo,480,1,0,,,,,,,,,,,355000,,,,,,
18241,note_off,10,0,3,,,,,,,,,,,,0,,67,64,,
18269,note_off,28,0,3,,,,,,,,,,,,0,,50,64,,
18276,note_off,7,0,3,,,,,,,,,,,,0,,59,64,,
18279,note_off,3,0,3,,,,,,,,,,,,0,,55,64,,
18400,note_off,121,0,3,,,,,,,,,,,,0,,65,64,,
18720,set_tempo,480,1,0,,,,,,,,,,,315000,,,,,,
18732,note_on,332,0,3,,,,,,,,,,,,0,,66,50,,
18909,note_on,177,0,3,,,,,,,,,,,,0,,71,40,,
18910,note_off,1,0,3,,,,,,,,,,,,0,,66,64,,
19042,note_on,132,0,3,,,,,,,,,,,,0,,66,42,,
19072,note_off,30,0,3,,,,,,,,,,,,0,,71,64,,
19194,note_on,122,0,3,,,,,,,,,,,,0,,64,41,,
19200,set_tempo,480,1,0,,,,,,,,,,,342500,,,,,,
19222,note_off,28,0,3,,,,,,,,,,,,0,,66,64,,
19224,note_on,2,0,3,,,,,,,,,,,,0,,50,26,,
19228,note_on,4,0,3,,,,,,,,,,,,0,,59,22,,
19230,note_on,2,0,3,,,,,,,,,,,,0,,55,21,,
19270,note_off,40,0,3,,,,,,,,,,,,0,,50,64,,
19274,note_off,4,0,3,,,,,,,,,,,,0,,59,64,,
19276,note_off,2,0,3,,,,,,,,,,,,0,,55,64,,
19332,note_on,56,0,3,,,,,,,,,,,,0,,66,45,,
19363,note_off,31,0,3,,,,,,,,,,,,0,,64,64,,
19472,note_on,109,0,3,,,,,,,,,,,,0,,67,37,,
19487,note_off,15,0,3,,,,,,,,,,,,0,,66,64,,
19645,note_on,158,0,3,,,,,,,,,,,,0,,66,42,,
19653,note_off,8,0,3,,,,,,,,,,,,0,,67,64,,
19660,note_on,7,0,3,,,,,,,,,,,,0,,50,33,,
19661,note_on,1,0,3,,,,,,,,,,,,0,,59,28,,
19668,note_on,7,0,3,,,,,,,,,,,,0,,55,36,,
19680,set_tempo,480,1,0,,,,,,,,,,,347500,,,,,,
19708,note_off,40,0,3,,,,,,,,,,,,0,,50,64,,
19718,note_off,10,0,3,,,,,,,,,,,,0,,59,64,,
19722,note_off,4,0,3,,,,,,,,,,,,0,,55,64,,
19722,note_off,0,0,3,,,,,,,,,,,,0,,66,64,,
20156,note_on,434,0,3,,,,,,,,,,,,0,,65,38,,
20160,set_tempo,480,1,0,,,,,,,,,,,302500,,,,,,
20313,note_on,157,0,3,,,,,,,,,,,,0,,67,42,,
20340,note_off,27,0,3,,,,,,,,,,,,0,,65,64,,
20456,note_off,116,0,3,,,,,,,,,,,,0,,67,64,,
20467,note_on,11,0,3,,,,,,,,,,,,0,,65,31,,
20622,note_on,155,0,3,,,,,,,,,,,,0,,64,46,,
20636,note_on,14,0,3,,,,,,,,,,,,0,,50,28,,
20639,note_on,3,0,3,,,,,,,,,,,,0,,59,24,,
20640,set_tempo,480,1,0,,,,,,,,,,,307500,,,,,,
20647,note_on,8,0,3,,,,,,,,,,,,0,,55,28,,
20654,note_off,7,0,3,,,,,,,,,,,,0,,65,64,,
20699,note_off,45,0,3,,,,,,,,,,,,0,,50,64,,
20706,note_off,7,0,3,,,,,,,,,,,,0,,55,64,,
20720,note_off,14,0,3,,,,,,,,,,,,0,,59,64,,
20775,note_on,55,0,3,,,,,,,,,,,,0,,65,45,,
20788,note_off,13,0,3,,,,,,,,,,,,0,,64,64,,
20924,note_on,136,0,3,,,,,,,,,,,,0,,67,36,,
20954,note_off,30,0,3,,,,,,,,,,,,0,,65,64,,
21081,note_on,127,0,3,,,,,,,,,,,,0,,65,52,,
21087,note_off,6,0,3,,,,,,,,,,,,0,,67,64,,
21114,note_on,27,0,3,,,,,,,,,,,,0,,59,28,,
21120,set_tempo,480,1,0,,,,,,,,,,,337500,,,,,,
21127,note_on,13,0,3,,,,,,,,,,,,0,,55,23,,
21135,note_on,8,0,3,,,,,,,,,,,,0,,50,23,,
21172,note_off,37,0,3,,,,,,,,,,,,0,,65,64,,
21182,note_off,10,0,3,,,,,,,,,,,,0,,59,64,,
21194,note_off,12,0,3,,,,,,,,,,,,0,,55,64,,
21207,note_off,13,0,3,,,,,,,,,,,,0,,50,64,,
21586,note_on,379,0,3,,,,,,,,,,,,0,,66,35,,
21600,set_tempo,480,1,0,,,,,,,,,,,307500,,,,,,
21749,note_off,163,0,3,,,,,,,,,,,,0,,66,64,,
21755,note_on,6,0,3,,,,,,,,,,,,0,,71,27,,
21875,note_on,120,0,3,,,,,,,,,,,,0,,66,39,,
21899,note_off,24,0,3,,,,,,,,,,,,0,,71,64,,
22054,note_on,155,0,3,,,,,,,,,,,,0,,64,31,,
22055,note_on,1,0,3,,,,,,,,,,,,0,,50,26,,
22056,note_on,1,0,3,,,,,,,,,,,,0,,59,31,,
22064,note_on,8,0,3,,,,,,,,,,,,0,,55,29,,
22071,note_off,7,0,3,,,,,,,,,,,,0,,66,64,,
22080,set_tempo,480,1,0,,,,,,,,,,,335000,,,,,,
22121,note_off,50,0,3,,,,,,,,,,,,0,,59,64,,
22125,note_off,4,0,3,,,,,,,,,,,,0,,55,64,,
22131,note_off,6,0,3,,,,,,,,,,,,0,,50,64,,
22198,note_on,67,0,3,,,,,,,,,,,,0,,66,41,,
22206,note_off,8,0,3,,,,,,,,,,,,0,,64,64,,
22332,note_on,126,0,3,,,,,,,,,,,,0,,67,42,,
22366,note_off,34,0,3,,,,,,,,,,,,0,,66,64,,
22495,note_on,129,0,3,,,,,,,,,,,,0,,66,50,,
22514,note_off,19,0,3,,,,,,,,,,,,0,,67,64,,
22529,note_on,15,0,3,,,,,,,,,,,,0,,55,27,,
22532,note_on,3,0,3,,,,,,,,,,,,0,,50,28,,
22543,note_on,11,0,3,,,,,,,,,,,,0,,59,26,,
22560,set_tempo,480,1,0,,,,,,,,,,,317500,,,,,,
22587,note_off,44,0,3,,,,,,,,,,,,0,,66,64,,
22593,note_off,6,0,3,,,,,,,,,,,,0,,50,64,,
22598,note_off,5,0,3,,,,,,,,,,,,0,,55,64,,
22601,note_off,3,0,3,,,,,,,,,,,,0,,59,64,,
23010,note_on,409,0,3,,,,,,,,,,,,0,,64,52,,
23039,note_on,29,0,3,,,,,,,,,,,,0,,49,28,,
23040,set_tempo,480,1,0,,,,,,,,,,,320000,,,,,,
23051,note_on,12,0,3,,,,,,,,,,,,0,,55,28,,
23052,note_on,1,0,3,,,,,,,,,,,,0,,59,26,,
23103,note_off,51,0,3,,,,,,,,,,,,0,,49,64,,
23131,note_off,28,0,3,,,,,,,,,,,,0,,59,64,,
23142,note_off,11,0,3,,,,,,,,,,,,0,,55,64,,
23515,note_on,373,0,3,,,,,,,,,,,,0,,65,60,,
23520,set_tempo,480,1,0,,,,,,,,,,,312500,,,,,,
23571,note_off,56,0,3,,,,,,,,,,,,0,,64,64,,
23729,note_off,158,0,3,,,,,,,,,,,,0,,65,64,,
23759,note_on,30,0,3,,,,,,,,,,,,0,,66,49,,
23990,note_off,231,0,3,,,,,,,,,,,,0,,66,64,,
23995,note_on,5,0,3,,,,,,,,,,,,0,,67,47,,
24000,set_tempo,480,1,0,,,,,,,,,,,317500,,,,,,
24242,note_on,247,0,3,,,,,,,,,,,,0,,68,62,,
24244,note_off,2,0,3,,,,,,,,,,,,0,,67,64,,
24480,set_tempo,480,1,0,,,,,,,,,,,335000,,,,,,
24481,note_on,237,0,3,,,,,,,,,,,,0,,69,56,,
24503,note_off,22,0,3,,,,,,,,,,,,0,,68,64,,
24515,note_on,12,0,3,,,,,,,,,,,,0,,59,30,,
24522,note_on,7,0,3,,,,,,,,,,,,0,,53,25,,
24528,note_on,6,0,3,,,,,,,,,,,,0,,49,25,,
24618,note_off,90,0,3,,,,,,,,,,,,0,,59,64,,
24621,note_off,3,0,3,,,,,,,,,,,,0,,49,64,,
24623,note_off,2,0,3,,,,,,,,,,,,0,,53,64,,
24947,note_off,324,0,3,,,,,,,,,,,,0,,69,64,,
24956,note_on,9,0,3,,,,,,,,,,,,0,,68,56,,
24960,set_tempo,480,1,0,,,,,,,,,,,320000,,,,,,
25196,note_off,240,0,3,,,,,,,,,,,,0,,68,64,,
25203,note_on,7,0,3,,,,,,,,,,,,0,,67,50,,
25422,note_on,219,0,3,,,,,,,,,,,,0,,49,25,,
25440,set_tempo,480,1,0,,,,,,,,,,,322500,,,,,,
25442,note_off,20,0,3,,,,,,,,,,,,0,,67,64,,
25444,note_on,2,0,3,,,,,,,,,,,,0,,66,43,,
25457,note_on,13,0,3,,,,,,,,,,,,0,,57,32,,
25462,note_on,5,0,3,,,,,,,,,,,,0,,59,34,,
25526,note_off,64,0,3,,,,,,,,,,,,0,,49,64,,
25548,note_off,22,0,3,,,,,,,,,,,,0,,57,64,,
25553,note_off,5,0,3,,,,,,,,,,,,0,,59,64,,
25647,note_off,94,0,3,,,,,,,,,,,,0,,66,64,,
25680,note_on,33,0,3,,,,,,,,,,,,0,,65,49,,
25879,note_on,199,0,3,,,,,,,,,,,,0,,55,41,,
25880,note_on,1,0,3,,,,,,,,,,,,0,,59,28,,
25886,note_on,6,0,3,,,,,,,,,,,,0,,49,28,,
25916,note_off,30,0,3,,,,,,,,,,,,0,,65,64,,
25920,set_tempo,480,1,0,,,,,,,,,,,335000,,,,,,
25923,note_on,7,0,3,,,,,,,,,,,,0,,64,45,,
25991,note_off,68,0,3,,,,,,,,,,,,0,,59,64,,
25998,note_off,7,0,3,,,,,,,,,,,,0,,49,64,,
26007,note_off,9,0,3,,,,,,,,,,,,0,,55,64,,
26336,note_off,329,0,3,,,,,,,,,,,,0,,64,64,,
26400,set_tempo,480,1,0,,,,,,,,,,,317500,,,,,,
26402,note_on,66,0,3,,,,,,,,,,,,0,,65,39,,
26635,note_on,233,0,3,,,,,,,,,,,,0,,66,53,,
26646,note_off,11,0,3,,,,,,,,,,,,0,,65,64,,
26843,note_off,197,0,3,,,,,,,,,,,,0,,66,64,,
26880,note_on,37,0,3,,,,,,,,,,,,0,,67,46,,
26880,set_tempo,480,1,0,,,,,,,,,,,320000,,,,,,
27118,note_on,238,0,3,,,,,,,,,,,,0,,68,53,,
27126,note_off,8,0,3,,,,,,,,,,,,0,,67,64,,
27354,note_on,0,0,3,,,,,,,,,,,,0,,59,38,,
27354,note_on,228,0,3,,,,,,,,,,,,0,,53,28,,
27359,note_on,5,0,3,,,,,,,,,,,,0,,69,62,,
27360,set_tempo,480,1,0,,,,,,,,,,,347500,,,,,,
27367,note_on,8,0,3,,,,,,,,,,,,0,,49,24,,
27395,note_off,28,0,3,,,,,,,,,,,,0,,68,64,,
27459,note_off,64,0,3,,,,,,,,,,,,0,,49,64,,
27462,note_off,3,0,3,,,,,,,,,,,,0,,53,64,,
27463,note_off,1,0,3,,,,,,,,,,,,0,,59,64,,
27835,note_off,372,0,3,,,,,,,,,,,,0,,69,64,,
27836,note_on,1,0,3,,,,,,,,,,,,0,,68,47,,
27840,set_tempo,480,1,0,,,,,,,,,,,312500,,,,,,
28078,note_on,242,0,3,,,,,,,,,,,,0,,67,51,,
28080,note_off,2,0,3,,,,,,,,,,,,0,,68,64,,
28311,note_off,231,0,3,,,,,,,,,,,,0,,67,64,,
28316,note_on,5,0,3,,,,,,,,,,,,0,,66,49,,
28320,set_tempo,480,1,0,,,,,,,,,,,330000,,,,,,
28322,note_on,6,0,3,,,,,,,,,,,,0,,49,30,,
28336,note_on,14,0,3,,,,,,,,,,,,0,,59,20,,
28336,note_on,0,0,3,,,,,,,,,,,,0,,57,25,,
28440,note_off,104,0,3,,,,,,,,,,,,0,,57,64,,
28442,note_off,2,0,3,,,,,,,,,,,,0,,59,64,,
28456,note_off,14,0,3,,,,,,,,,,,,0,,49,64,,
28556,note_on,100,0,3,,,,,,,,,,,,0,,65,45,,
28573,note_off,17,0,3,,,,,,,,,,,,0,,66,64,,
28700,note_off,127,0,3,,,,,,,,,,,,0,,65,64,,
28755,note_on,55,0,3,,,,,,,,,,,,0,,59,34,,
28758,note_on,3,0,3,,,,,,,,,,,,0,,53,31,,
28768,note_on,10,0,3,,,,,,,,,,,,0,,49,32,,
28798,note_on,30,0,3,,,,,,,,,,,,0,,69,60,,
28800,set_tempo,480,1,0,,,,,,,,,,,335000,,,,,,
28866,note_off,68,0,3,,,,,,,,,,,,0,,59,64,,
28867,note_off,1,0,3,,,,,,,,,,,,0,,53,64,,
28874,note_off,7,0,3,,,,,,,,,,,,0,,49,64,,
29276,note_off,402,0,3,,,,,,,,,,,,0,,69,64,,
29280,set_tempo,480,1,0,,,,,,,,,,,325000,,,,,,
29281,note_on,5,0,3,,,,,,,,,,,,0,,68,46,,
29517,note_on,236,0,3,,,,,,,,,,,,0,,67,40,,
29520,note_off,3,0,3,,,,,,,,,,,,0,,68,64,,
29755,note_on,235,0,3,,,,,,,,,,,,0,,66,51,,
29760,set_tempo,480,1,0,,,,,,,,,,,327500,,,,,,
29768,note_off,13,0,3,,,,,,,,,,,,0,,67,64,,
29999,note_on,231,0,3,,,,,,,,,,,,0,,49,35,,
30004,note_on,5,0,3,,,,,,,,,,,,0,,65,46,,
30021,note_off,17,0,3,,,,,,,,,,,,0,,66,64,,
30042,note_on,21,0,3,,,,,,,,,,,,0,,53,53,,
30117,note_on,75,0,3,,,,,,,,,,,,0,,59,68,,
30153,control_change,36,0,3,,,,,,,,,,,,0,,,,64,127
30190,note_off,37,0,3,,,,,,,,,,,,0,,65,64,,
30195,note_on,5,0,3,,,,,,,,,,,,0,,62,56,,
30237,note_on,42,0,3,,,,,,,,,,,,0,,69,68,,
30240,set_tempo,480,1,0,,,,,,,,,,,413793,,,,,,
30243,note_off,6,0,3,,,,,,,,,,,,0,,59,64,,
30305,note_off,62,0,3,,,,,,,,,,,,0,,49,64,,
30317,note_off,12,0,3,,,,,,,,,,,,0,,62,64,,
30319,note_off,2,0,3,,,,,,,,,,,,0,,53,64,,
30720,set_tempo,480,1,0,,,,,,,,,,,375000,,,,,,
30723,note_on,404,0,3,,,,,,,,,,,,0,,68,54,,
30777,note_off,54,0,3,,,,,,,,,,,,0,,69,64,,
30956,note_on,179,0,3,,,,,,,,,,,,0,,67,41,,
30972,note_off,16,0,3,,,,,,,,,,,,0,,68,64,,
31181,note_on,209,0,3,,,,,,,,,,,,0,,66,47,,
31200,set_tempo,480,1,0,,,,,,,,,,,375000,,,,,,
31218,note_off,37,0,3,,,,,,,,,,,,0,,67,64,,
31421,note_on,203,0,3,,,,,,,,,,,,0,,65,53,,
31423,note_off,2,0,3,,,,,,,,,,,,0,,66,64,,
31519,control_change,96,0,3,,,,,,,,,,,,0,,,,64,0
31654,note_on,135,0,3,,,,,,,,,,,,0,,71,57,,
31673,note_off,19,0,3,,,,,,,,,,,,0,,65,64,,
31680,set_tempo,480,1,0,,,,,,,,,,,387097,,,,,,
32160,set_tempo,480,1,0,,,,,,,,,,,387500,,,,,,
32640,set_tempo,480,1,0,,,,,,,,,,,392500,,,,,,
32665,note_on,992,0,3,,,,,,,,,,,,0,,69,39,,
32694,note_off,29,0,3,,,,,,,,,,,,0,,71,64,,
33053,note_off,359,0,3,,,,,,,,,,,,0,,69,64,,
33106,note_on,53,0,3,,,,,,,,,,,,0,,68,39,,
33120,set_tempo,480,1,0,,,,,,,,,,,390000,,,,,,
33560,note_on,454,0,3,,,,,,,,,,,,0,,67,43,,
33586,note_off,26,0,3,,,,,,,,,,,,0,,68,64,,
33600,set_tempo,480,1,0,,,,,,,,,,,410000,,,,,,
34015,note_on,429,0,3,,,,,,,,,,,,0,,66,30,,
34028,note_off,13,0,3,,,,,,,,,,,,0,,67,64,,
34080,set_tempo,480,1,0,,,,,,,,,,,362500,,,,,,
34475,note_off,447,0,3,,,,,,,,,,,,0,,66,64,,
34560,set_tempo,480,1,0,,,,,,,,,,,352941,,,,,,
34634,note_on,159,0,3,,,,,,,,,,,,0,,65,33,,
34755,note_off,121,0,3,,,,,,,,,,,,0,,65,64,,
34779,note_on,24,0,3,,,,,,,,,,,,0,,67,29,,
34889,note_off,110,0,3,,,,,,,,,,,,0,,67,64,,
34905,note_on,16,0,3,,,,,,,,,,,,0,,65,38,,
35040,set_tempo,480,1,0,,,,,,,,,,,352500,,,,,,
35045,note_on,140,0,3,,,,,,,,,,,,0,,50,24,,
35046,note_on,1,0,3,,,,,,,,,,,,0,,59,25,,
35048,note_off,2,0,3,,,,,,,,,,,,0,,65,64,,
35051,note_on,3,0,3,,,,,,,,,,,,0,,55,36,,
35057,note_on,6,0,3,,,,,,,,,,,,0,,64,53,,
35121,note_off,64,0,3,,,,,,,,,,,,0,,55,64,,
35130,note_off,9,0,3,,,,,,,,,,,,0,,50,64,,
35134,note_off,4,0,3,,,,,,,,,,,,0,,59,64,,
35189,note_off,55,0,3,,,,,,,,,,,,0,,64,64,,
35192,note_on,3,0,3,,,,,,,,,,,,0,,65,36,,
35307,note_off,115,0,3,,,,,,,,,,,,0,,65,64,,
35327,note_on,20,0,3,,,,,,,,,,,,0,,67,46,,
35477,note_on,150,0,3,,,,,,,,,,,,0,,65,47,,
35487,note_off,10,0,3,,,,,,,,,,,,0,,67,64,,
35516,note_on,29,0,3,,,,,,,,,,,,0,,59,13,,
35520,set_tempo,480,1,0,,,,,,,,,,,337500,,,,,,
35527,note_on,11,0,3,,,,,,,,,,,,0,,50,11,,
35538,note_on,11,0,3,,,,,,,,,,,,0,,55,11,,
35596,note_off,58,0,3,,,,,,,,,,,,0,,50,64,,
35613,note_off,17,0,3,,,,,,,,,,,,0,,59,64,,
35614,note_off,1,0,3,,,,,,,,,,,,0,,55,64,,
35640,note_on,26,0,3,,,,,,,,,,,,0,,71,56,,
35674,note_off,34,0,3,,,,,,,,,,,,0,,65,64,,
35781,note_on,107,0,3,,,,,,,,,,,,0,,77,42,,
35790,note_off,9,0,3,,,,,,,,,,,,0,,71,64,,
35937,note_off,147,0,3,,,,,,,,,,,,0,,77,64,,
35965,note_on,28,0,3,,,,,,,,,,,,0,,78,41,,
36000,set_tempo,480,1,0,,,,,,,,,,,322500,,,,,,
36110,note_on,145,0,3,,,,,,,,,,,,0,,79,37,,
36151,note_off,41,0,3,,,,,,,,,,,,0,,78,64,,
36282,note_on,131,0,3,,,,,,,,,,,,0,,78,55,,
36286,note_off,4,0,3,,,,,,,,,,,,0,,79,64,,
36457,note_on,171,0,3,,,,,,,,,,,,0,,76,62,,
36480,set_tempo,480,1,0,,,,,,,,,,,350000,,,,,,
36489,note_on,32,0,3,,,,,,,,,,,,0,,62,26,,
36498,note_on,9,0,3,,,,,,,,,,,,0,,71,36,,
36501,note_on,3,0,3,,,,,,,,,,,,0,,67,47,,
36530,note_off,29,0,3,,,,,,,,,,,,0,,78,64,,
36555,note_off,25,0,3,,,,,,,,,,,,0,,67,64,,
36559,note_off,4,0,3,,,,,,,,,,,,0,,62,64,,
36567,note_off,8,0,3,,,,,,,,,,,,0,,71,64,,
36611,note_off,44,0,3,,,,,,,,,,,,0,,76,64,,
36620,note_on,9,0,3,,,,,,,,,,,,0,,78,48,,
36755,note_on,135,0,3,,,,,,,,,,,,0,,83,55,,
36794,note_off,39,0,3,,,,,,,,,,,,0,,78,64,,
