tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,key,note,velocity,channel,control,value
3440,note_on,,,,,172,0,1,,,,46,56,0,,
3524,note_on,,,,,84,0,1,,,,49,60,0,,
3544,note_off,,,,,20,0,1,,,,46,0,0,,
3644,note_on,,,,,100,0,1,,,,55,56,0,,
3692,note_off,,,,,48,0,1,,,,49,0,0,,
3744,note_on,,,,,52,0,1,,,,58,44,0,,
3820,note_off,,,,,76,0,1,,,,58,0,0,,
3860,note_on,,,,,40,0,1,,,,65,32,0,,
3944,note_on,,,,,84,0,1,,,,58,40,0,,
3960,note_off,,,,,16,0,1,,,,65,0,0,,
4036,note_on,,,,,0,0,1,,,,63,48,0,,
4036,note_off,,,,,76,0,1,,,,55,0,0,,
4040,note_off,,,,,4,0,1,,,,58,0,0,,
4100,note_off,,,,,60,0,1,,,,63,0,0,,
4104,note_on,,,,,4,0,1,,,,46,42,0,,
4160,note_on,,,,,56,0,1,,,,49,54,0,,
4252,note_on,,,,,92,0,1,,,,55,51,0,,
4336,note_on,,,,,84,0,1,,,,58,48,0,,
4344,note_off,,,,,8,0,1,,,,49,0,0,,
4360,note_off,,,,,16,0,1,,,,46,0,0,,
4416,note_off,,,,,56,0,1,,,,58,0,0,,
4436,note_on,,,,,20,0,1,,,,65,62,0,,
4536,note_on,,,,,100,0,1,,,,58,47,0,,
4556,note_off,,,,,20,0,1,,,,65,0,0,,
4628,note_on,,,,,72,0,1,,,,63,52,0,,
4652,note_off,,,,,24,0,1,,,,55,0,0,,
4660,note_off,,,,,8,0,1,,,,58,0,0,,
4696,note_off,,,,,36,0,1,,,,63,0,0,,
4720,note_on,,,,,24,0,1,,,,46,57,0,,
4796,note_on,,,,,76,0,1,,,,49,47,0,,
4868,note_on,,,,,72,0,1,,,,56,57,0,,
4972,note_on,,,,,104,0,1,,,,61,62,0,,
5056,note_off,,,,,84,0,1,,,,61,0,0,,
5076,note_on,,,,,20,0,1,,,,67,68,0,,
5108,note_off,,,,,32,0,1,,,,49,0,0,,
5112,note_off,,,,,4,0,1,,,,46,0,0,,
5168,note_on,,,,,56,0,1,,,,61,53,0,,
5180,note_off,,,,,12,0,1,,,,67,0,0,,
5252,note_off,,,,,72,0,1,,,,61,0,0,,
5256,note_off,,,,,4,0,1,,,,56,0,0,,
5264,note_on,,,,,8,0,1,,,,65,58,0,,
5316,note_off,,,,,52,0,1,,,,65,0,0,,
5356,note_on,,,,,40,0,1,,,,46,52,0,,
5436,note_on,,,,,80,0,1,,,,49,49,0,,
5520,note_on,,,,,84,0,1,,,,56,51,0,,
5624,note_on,,,,,104,0,1,,,,61,58,0,,
5636,note_off,,,,,12,0,1,,,,56,0,0,,
5700,note_off,,,,,64,0,1,,,,61,0,0,,
5728,note_on,,,,,28,0,1,,,,67,62,0,,
5824,note_on,,,,,96,0,1,,,,61,49,0,,
5836,note_off,,,,,12,0,1,,,,67,0,0,,
5916,note_off,,,,,80,0,1,,,,61,0,0,,
5928,note_on,,,,,12,0,1,,,,65,55,0,,
5948,note_off,,,,,20,0,1,,,,49,0,0,,
5952,note_off,,,,,4,0,1,,,,46,0,0,,
5972,note_off,,,,,20,0,1,,,,65,0,0,,
6492,note_on,,,,,520,0,1,,,,51,52,0,,
6516,note_off,,,,,24,0,1,,,,51,0,0,,
6712,note_on,,,,,196,0,1,,,,58,48,0,,
6740,note_off,,,,,28,0,1,,,,58,0,0,,
6928,note_on,,,,,188,0,1,,,,61,48,0,,
6984,note_off,,,,,56,0,1,,,,61,0,0,,
7020,note_on,,,,,36,0,1,,,,65,58,0,,
7056,note_off,,,,,36,0,1,,,,65,0,0,,
7260,note_on,,,,,204,0,1,,,,60,47,0,,
7300,note_off,,,,,40,0,1,,,,60,0,0,,
7348,note_on,,,,,48,0,1,,,,63,46,0,,
7392,note_off,,,,,44,0,1,,,,63,0,0,,
7572,note_on,,,,,180,0,1,,,,58,48,0,,
7636,note_off,,,,,64,0,1,,,,58,0,0,,
7668,note_on,,,,,32,0,1,,,,61,38,0,,
7708,note_off,,,,,40,0,1,,,,61,0,0,,
7904,note_on,,,,,196,0,1,,,,57,36,0,,
7956,note_off,,,,,52,0,1,,,,57,0,0,,
8000,note_on,,,,,44,0,1,,,,60,55,0,,
8040,note_off,,,,,40,0,1,,,,60,0,0,,
8208,note_on,,,,,168,0,1,,,,58,46,0,,
8268,note_off,,,,,60,0,1,,,,58,0,0,,
8296,note_on,,,,,28,0,1,,,,61,47,0,,
8352,note_off,,,,,56,0,1,,,,61,0,0,,
8516,note_on,,,,,164,0,1,,,,57,48,0,,
8584,note_off,,,,,68,0,1,,,,57,0,0,,
8600,note_on,,,,,16,0,1,,,,60,50,0,,
8632,note_off,,,,,32,0,1,,,,60,0,0,,
8776,note_on,,,,,144,0,1,,,,58,37,0,,
8844,note_on,,,,,68,0,1,,,,61,42,0,,
8932,note_on,,,,,88,0,1,,,,67,54,0,,
9028,note_on,,,,,96,0,1,,,,70,55,0,,
9104,note_off,,,,,76,0,1,,,,70,0,0,,
9128,note_off,,,,,24,0,1,,,,58,0,0,,
9132,note_off,,,,,4,0,1,,,,61,0,0,,
9136,note_on,,,,,4,0,1,,,,77,65,0,,
9220,note_on,,,,,0,0,1,,,,70,48,0,,
9220,note_off,,,,,84,0,1,,,,77,0,0,,
9312,note_off,,,,,92,0,1,,,,70,0,0,,
9312,note_on,,,,,0,0,1,,,,75,57,0,,
9324,note_off,,,,,12,0,1,,,,67,0,0,,
9368,note_off,,,,,44,0,1,,,,75,0,0,,
9380,note_on,,,,,12,0,1,,,,58,36,0,,
9448,note_on,,,,,68,0,1,,,,61,44,0,,
9536,note_on,,,,,88,0,1,,,,67,54,0,,
9628,note_on,,,,,92,0,1,,,,70,56,0,,
9700,note_off,,,,,72,0,1,,,,70,0,0,,
9732,note_on,,,,,32,0,1,,,,77,70,0,,
9828,note_on,,,,,96,0,1,,,,70,55,0,,
9840,note_off,,,,,12,0,1,,,,77,0,0,,
9852,note_off,,,,,12,0,1,,,,61,0,0,,
9856,note_off,,,,,4,0,1,,,,58,0,0,,
9924,note_on,,,,,0,0,1,,,,75,56,0,,
9924,note_off,,,,,68,0,1,,,,70,0,0,,
9928,note_off,,,,,4,0,1,,,,67,0,0,,
9980,note_off,,,,,52,0,1,,,,75,0,0,,
10020,note_on,,,,,40,0,1,,,,58,46,0,,
10088,note_on,,,,,68,0,1,,,,61,46,0,,
10176,note_on,,,,,88,0,1,,,,68,53,0,,
10276,note_on,,,,,100,0,1,,,,73,65,0,,
10356,note_off,,,,,80,0,1,,,,73,0,0,,
10372,note_on,,,,,16,0,1,,,,79,77,0,,
10468,note_on,,,,,96,0,1,,,,73,60,0,,
10472,note_off,,,,,4,0,1,,,,58,0,0,,
10492,note_off,,,,,20,0,1,,,,79,0,0,,
10504,note_off,,,,,12,0,1,,,,61,0,0,,
10556,note_off,,,,,52,0,1,,,,73,0,0,,
10568,note_on,,,,,12,0,1,,,,77,60,0,,
10584,note_off,,,,,16,0,1,,,,68,0,0,,
10620,note_off,,,,,36,0,1,,,,77,0,0,,
10664,note_on,,,,,44,0,1,,,,58,42,0,,
10748,note_on,,,,,84,0,1,,,,61,45,0,,
10832,note_on,,,,,84,0,1,,,,68,49,0,,
10928,note_on,,,,,96,0,1,,,,73,62,0,,
10968,note_off,,,,,40,0,1,,,,68,0,0,,
11004,note_off,,,,,36,0,1,,,,73,0,0,,
11028,note_on,,,,,24,0,1,,,,79,71,0,,
11100,note_off,,,,,72,0,1,,,,58,0,0,,
11112,note_off,,,,,12,0,1,,,,61,0,0,,
11116,note_on,,,,,4,0,1,,,,73,56,0,,
11132,note_off,,,,,16,0,1,,,,79,0,0,,
11192,note_off,,,,,60,0,1,,,,73,0,0,,
11216,note_on,,,,,24,0,1,,,,77,65,0,,
11268,note_off,,,,,52,0,1,,,,77,0,0,,
11324,note_on,,,,,56,0,1,,,,61,53,0,,
11336,note_on,,,,,12,0,1,,,,58,40,0,,
11404,note_on,,,,,68,0,1,,,,68,58,0,,
11504,note_on,,,,,100,0,1,,,,70,59,0,,
11592,note_on,,,,,88,0,1,,,,73,65,0,,
11644,note_off,,,,,52,0,1,,,,70,0,0,,
11664,note_off,,,,,20,0,1,,,,73,0,0,,
11688,note_on,,,,,24,0,1,,,,80,65,0,,
11736,note_off,,,,,48,0,1,,,,58,0,0,,
11752,note_off,,,,,16,0,1,,,,61,0,0,,
11780,note_off,,,,,28,0,1,,,,80,0,0,,
11788,note_on,,,,,8,0,1,,,,73,58,0,,
11868,note_off,,,,,80,0,1,,,,73,0,0,,
11880,note_off,,,,,12,0,1,,,,68,0,0,,
11884,note_on,,,,,4,0,1,,,,78,55,0,,
11940,note_off,,,,,56,0,1,,,,78,0,0,,
11964,note_on,,,,,24,0,1,,,,61,46,0,,
11984,note_on,,,,,20,0,1,,,,58,30,0,,
12040,note_on,,,,,56,0,1,,,,66,51,0,,
12132,note_on,,,,,92,0,1,,,,70,58,0,,
12228,note_on,,,,,96,0,1,,,,73,61,0,,
12244,note_off,,,,,16,0,1,,,,70,0,0,,
12296,note_off,,,,,52,0,1,,,,73,0,0,,
12312,note_on,,,,,16,0,1,,,,80,68,0,,
12384,note_off,,,,,72,0,1,,,,58,0,0,,
12396,note_off,,,,,12,0,1,,,,61,0,0,,
12416,note_on,,,,,20,0,1,,,,73,57,0,,
12440,note_off,,,,,0,0,1,,,,80,0,0,,
12440,note_off,,,,,24,0,1,,,,66,0,0,,
12500,note_on,,,,,60,0,1,,,,78,60,0,,
12516,note_off,,,,,16,0,1,,,,73,0,0,,
12556,note_off,,,,,40,0,1,,,,78,0,0,,
12596,note_on,,,,,40,0,1,,,,65,60,0,,
12612,note_on,,,,,16,0,1,,,,61,37,0,,
12676,note_on,,,,,64,0,1,,,,72,66,0,,
12760,note_on,,,,,84,0,1,,,,73,62,0,,
12860,note_on,,,,,100,0,1,,,,77,70,0,,
12892,note_off,,,,,32,0,1,,,,73,0,0,,
12928,note_off,,,,,36,0,1,,,,77,0,0,,
12956,note_off,,,,,28,0,1,,,,61,0,0,,
12960,note_on,,,,,4,0,1,,,,84,67,0,,
13004,note_off,,,,,44,0,1,,,,65,0,0,,
13008,note_off,,,,,4,0,1,,,,72,0,0,,
13028,note_off,,,,,20,0,1,,,,84,0,0,,
13052,note_on,,,,,24,0,1,,,,77,67,0,,
13124,note_off,,,,,72,0,1,,,,77,0,0,,
13144,note_on,,,,,20,0,1,,,,82,50,0,,
13188,note_off,,,,,44,0,1,,,,82,0,0,,
13208,note_on,,,,,20,0,1,,,,65,37,0,,
13220,note_on,,,,,12,0,1,,,,61,36,0,,
13268,note_on,,,,,48,0,1,,,,70,62,0,,
13368,note_on,,,,,100,0,1,,,,73,54,0,,
13460,note_on,,,,,92,0,1,,,,77,66,0,,
13512,note_off,,,,,52,0,1,,,,61,0,0,,
13516,note_off,,,,,4,0,1,,,,65,0,0,,
13540,note_off,,,,,24,0,1,,,,77,0,0,,
13548,note_off,,,,,8,0,1,,,,70,0,0,,
13560,note_on,,,,,12,0,1,,,,84,64,0,,
13660,note_on,,,,,100,0,1,,,,77,63,0,,
13664,note_off,,,,,4,0,1,,,,84,0,0,,
13740,note_off,,,,,76,0,1,,,,77,0,0,,
13744,note_on,,,,,4,0,1,,,,82,43,0,,
13756,note_off,,,,,12,0,1,,,,73,0,0,,
13800,note_off,,,,,44,0,1,,,,82,0,0,,
13820,note_on,,,,,20,0,1,,,,61,29,0,,
13828,note_on,,,,,8,0,1,,,,58,30,0,,
13896,note_on,,,,,68,0,1,,,,68,57,0,,
13996,note_on,,,,,100,0,1,,,,70,52,0,,
14080,note_on,,,,,84,0,1,,,,73,55,0,,
14096,note_off,,,,,16,0,1,,,,70,0,0,,
14116,note_off,,,,,20,0,1,,,,58,0,0,,
14152,note_off,,,,,36,0,1,,,,61,0,0,,
14156,note_off,,,,,4,0,1,,,,73,0,0,,
14160,note_off,,,,,4,0,1,,,,68,0,0,,
14172,note_on,,,,,12,0,1,,,,80,51,0,,
14268,note_on,,,,,96,0,1,,,,73,51,0,,
14284,note_off,,,,,16,0,1,,,,80,0,0,,
14344,note_off,,,,,60,0,1,,,,73,0,0,,
14360,note_on,,,,,16,0,1,,,,78,44,0,,
14408,note_off,,,,,48,0,1,,,,78,0,0,,
14448,note_on,,,,,40,0,1,,,,61,42,0,,
14464,note_on,,,,,16,0,1,,,,58,29,0,,
14532,note_on,,,,,68,0,1,,,,66,46,0,,
14628,note_on,,,,,96,0,1,,,,70,47,0,,
14720,note_on,,,,,92,0,1,,,,73,58,0,,
14756,note_off,,,,,36,0,1,,,,70,0,0,,
14792,note_off,,,,,36,0,1,,,,73,0,0,,
14804,note_on,,,,,0,0,1,,,,80,59,0,,
14804,note_off,,,,,12,0,1,,,,58,0,0,,
14812,note_off,,,,,8,0,1,,,,61,0,0,,
14860,note_off,,,,,48,0,1,,,,66,0,0,,
14904,note_on,,,,,44,0,1,,,,73,55,0,,
14924,note_off,,,,,20,0,1,,,,80,0,0,,
14980,note_on,,,,,56,0,1,,,,78,51,0,,
14988,note_off,,,,,8,0,1,,,,73,0,0,,
15040,note_off,,,,,52,0,1,,,,78,0,0,,
15076,note_on,,,,,36,0,1,,,,65,46,0,,
15084,note_on,,,,,8,0,1,,,,61,46,0,,
15148,note_on,,,,,64,0,1,,,,72,63,0,,
15236,note_on,,,,,88,0,1,,,,73,62,0,,
15332,note_on,,,,,96,0,1,,,,77,70,0,,
15372,note_off,,,,,40,0,1,,,,73,0,0,,
15388,note_off,,,,,16,0,1,,,,61,0,0,,
15412,note_off,,,,,24,0,1,,,,77,0,0,,
15432,note_off,,,,,20,0,1,,,,72,0,0,,
15436,note_on,,,,,4,0,1,,,,84,61,0,,
15440,note_off,,,,,4,0,1,,,,65,0,0,,
15524,note_on,,,,,84,0,1,,,,77,66,0,,
15528,note_off,,,,,4,0,1,,,,84,0,0,,
15588,note_off,,,,,60,0,1,,,,77,0,0,,
15596,note_on,,,,,8,0,1,,,,82,57,0,,
15672,note_off,,,,,76,0,1,,,,82,0,0,,
15680,note_on,,,,,8,0,1,,,,65,49,0,,
15692,note_on,,,,,12,0,1,,,,61,43,0,,
15740,note_on,,,,,48,0,1,,,,70,51,0,,
15812,note_on,,,,,72,0,1,,,,73,61,0,,
15912,note_on,,,,,100,0,1,,,,77,68,0,,
15976,note_off,,,,,0,0,1,,,,61,0,0,,
15976,note_off,,,,,64,0,1,,,,65,0,0,,
15988,note_off,,,,,12,0,1,,,,77,0,0,,
16004,note_on,,,,,16,0,1,,,,84,70,0,,
16044,note_off,,,,,40,0,1,,,,70,0,0,,
16100,note_on,,,,,56,0,1,,,,77,65,0,,
16112,note_off,,,,,12,0,1,,,,84,0,0,,
16200,note_off,,,,,88,0,1,,,,73,0,0,,
16204,note_off,,,,,4,0,1,,,,77,0,0,,
16204,note_on,,,,,0,0,1,,,,82,50,0,,
16252,note_off,,,,,48,0,1,,,,82,0,0,,
16280,note_on,,,,,28,0,1,,,,68,43,0,,
16292,note_on,,,,,12,0,1,,,,65,35,0,,
16340,note_on,,,,,48,0,1,,,,75,61,0,,
16432,note_on,,,,,92,0,1,,,,77,66,0,,
16536,note_on,,,,,104,0,1,,,,80,69,0,,
16576,note_off,,,,,40,0,1,,,,77,0,0,,
16616,note_off,,,,,40,0,1,,,,80,0,0,,
16628,note_on,,,,,12,0,1,,,,87,69,0,,
16664,note_off,,,,,36,0,1,,,,65,0,0,,
16712,note_on,,,,,48,0,1,,,,80,62,0,,
16728,note_off,,,,,16,0,1,,,,68,0,0,,
16740,note_off,,,,,12,0,1,,,,87,0,0,,
16812,note_on,,,,,0,0,1,,,,85,60,0,,
16812,note_off,,,,,72,0,1,,,,80,0,0,,
16864,note_off,,,,,52,0,1,,,,75,0,0,,
16884,note_off,,,,,20,0,1,,,,85,0,0,,
16896,note_on,,,,,12,0,1,,,,68,46,0,,
16916,note_on,,,,,20,0,1,,,,65,38,0,,
16972,note_on,,,,,56,0,1,,,,73,55,0,,
17060,note_on,,,,,88,0,1,,,,77,64,0,,
17092,note_off,,,,,32,0,1,,,,65,0,0,,
17116,note_off,,,,,24,0,1,,,,73,0,0,,
17120,note_off,,,,,4,0,1,,,,68,0,0,,
17148,note_on,,,,,28,0,1,,,,80,67,0,,
17188,control_change,,,,,40,0,1,,,,,,0,64,24
17232,control_change,,,,,44,0,1,,,,,,0,64,40
17244,note_off,,,,,12,0,1,,,,80,0,0,,
17264,note_on,,,,,20,0,1,,,,87,69,0,,
17268,control_change,,,,,4,0,1,,,,,,0,64,56
17292,control_change,,,,,24,0,1,,,,,,0,64,72
17300,control_change,,,,,8,0,1,,,,,,0,64,88
17344,control_change,,,,,44,0,1,,,,,,0,64,104
17372,note_on,,,,,28,0,1,,,,80,59,0,,
17412,note_off,,,,,40,0,1,,,,77,0,0,,
17432,note_off,,,,,20,0,1,,,,87,0,0,,
17496,note_on,,,,,64,0,1,,,,85,60,0,,
17504,note_off,,,,,8,0,1,,,,80,0,0,,
17560,note_on,,,,,56,0,1,,,,66,43,0,,
17572,note_on,,,,,12,0,1,,,,63,37,0,,
17632,note_off,,,,,60,0,1,,,,85,0,0,,
17656,note_on,,,,,24,0,1,,,,71,63,0,,
17764,note_on,,,,,108,0,1,,,,75,58,0,,
17860,note_on,,,,,96,0,1,,,,78,62,0,,
17928,note_off,,,,,68,0,1,,,,78,0,0,,
17952,note_on,,,,,24,0,1,,,,85,65,0,,
18020,note_off,,,,,68,0,1,,,,66,0,0,,
18020,note_off,,,,,0,0,1,,,,63,0,0,,
18040,note_on,,,,,20,0,1,,,,78,58,0,,
18052,note_off,,,,,12,0,1,,,,85,0,0,,
18132,note_off,,,,,80,0,1,,,,75,0,0,,
18132,note_off,,,,,0,0,1,,,,78,0,0,,
18140,note_on,,,,,8,0,1,,,,83,62,0,,
18152,note_off,,,,,12,0,1,,,,71,0,0,,
18160,note_off,,,,,8,0,1,,,,83,0,0,,
18216,note_on,,,,,56,0,1,,,,67,46,0,,
18224,note_on,,,,,8,0,1,,,,64,40,0,,
18288,note_on,,,,,64,0,1,,,,72,70,0,,
18396,note_on,,,,,108,0,1,,,,76,65,0,,
18492,note_on,,,,,96,0,1,,,,79,71,0,,
18528,note_off,,,,,36,0,1,,,,76,0,0,,
18552,note_off,,,,,24,0,1,,,,79,0,0,,
18568,note_on,,,,,16,0,1,,,,85,71,0,,
18620,note_off,,,,,52,0,1,,,,64,0,0,,
18636,note_off,,,,,16,0,1,,,,67,0,0,,
18668,note_on,,,,,0,0,1,,,,79,64,0,,
18668,note_off,,,,,32,0,1,,,,72,0,0,,
18672,note_off,,,,,4,0,1,,,,85,0,0,,
18768,note_off,,,,,96,0,1,,,,79,0,0,,
18768,note_on,,,,,0,0,1,,,,84,64,0,,
18808,note_off,,,,,40,0,1,,,,84,0,0,,
18844,note_on,,,,,36,0,1,,,,68,48,0,,
18860,note_on,,,,,16,0,1,,,,65,46,0,,
18936,note_on,,,,,76,0,1,,,,75,60,0,,
19036,note_on,,,,,100,0,1,,,,77,63,0,,
19128,note_on,,,,,92,0,1,,,,80,69,0,,
19180,note_off,,,,,52,0,1,,,,65,0,0,,
19192,note_off,,,,,12,0,1,,,,77,0,0,,
19204,note_off,,,,,12,0,1,,,,80,0,0,,
19220,note_off,,,,,16,0,1,,,,68,0,0,,
19224,note_on,,,,,4,0,1,,,,87,69,0,,
19288,note_off,,,,,64,0,1,,,,75,0,0,,
19312,note_on,,,,,24,0,1,,,,80,60,0,,
19320,note_off,,,,,8,0,1,,,,87,0,0,,
19388,note_off,,,,,68,0,1,,,,80,0,0,,
19392,note_on,,,,,4,0,1,,,,85,58,0,,
19456,note_off,,,,,64,0,1,,,,85,0,0,,
19464,note_on,,,,,8,0,1,,,,68,40,0,,
19492,note_on,,,,,28,0,1,,,,65,30,0,,
19548,note_on,,,,,56,0,1,,,,73,56,0,,
19644,note_on,,,,,96,0,1,,,,77,63,0,,
19748,note_on,,,,,104,0,1,,,,80,65,0,,
19820,note_off,,,,,72,0,1,,,,80,0,0,,
19840,note_on,,,,,20,0,1,,,,87,65,0,,
19916,note_off,,,,,76,0,1,,,,65,0,0,,
19936,note_off,,,,,20,0,1,,,,68,0,0,,
19940,note_on,,,,,4,0,1,,,,80,58,0,,
19964,note_off,,,,,24,0,1,,,,73,0,0,,
19964,note_off,,,,,0,0,1,,,,87,0,0,,
20012,note_off,,,,,48,0,1,,,,77,0,0,,
20028,note_off,,,,,16,0,1,,,,80,0,0,,
20032,note_on,,,,,4,0,1,,,,85,60,0,,
20092,note_off,,,,,60,0,1,,,,85,0,0,,
20124,note_on,,,,,32,0,1,,,,63,50,0,,
20196,note_on,,,,,72,0,1,,,,66,1,0,,
20216,note_on,,,,,20,0,1,,,,71,64,0,,
20308,note_on,,,,,92,0,1,,,,75,58,0,,
20396,note_on,,,,,88,0,1,,,,78,59,0,,
20464,note_off,,,,,68,0,1,,,,78,0,0,,
20496,note_on,,,,,32,0,1,,,,85,64,0,,
20516,note_off,,,,,20,0,1,,,,66,0,0,,
20528,note_off,,,,,12,0,1,,,,63,0,0,,
20564,note_off,,,,,36,0,1,,,,75,0,0,,
20588,note_off,,,,,24,0,1,,,,85,0,0,,
20588,note_on,,,,,0,0,1,,,,78,55,0,,
20668,note_off,,,,,80,0,1,,,,78,0,0,,
20676,note_on,,,,,8,0,1,,,,83,60,0,,
20680,note_off,,,,,4,0,1,,,,71,0,0,,
20728,note_off,,,,,48,0,1,,,,83,0,0,,
20772,note_on,,,,,44,0,1,,,,67,36,0,,
20780,note_on,,,,,8,0,1,,,,64,42,0,,
20848,note_on,,,,,68,0,1,,,,72,63,0,,
20944,note_on,,,,,96,0,1,,,,76,62,0,,
21032,note_on,,,,,88,0,1,,,,79,66,0,,
21052,note_off,,,,,20,0,1,,,,64,0,0,,
21076,note_off,,,,,24,0,1,,,,76,0,0,,
21088,note_off,,,,,12,0,1,,,,67,0,0,,
21088,note_off,,,,,0,0,1,,,,72,0,0,,
21104,note_off,,,,,16,0,1,,,,79,0,0,,
21120,note_on,,,,,16,0,1,,,,85,60,0,,
21164,control_change,,,,,44,0,1,,,,,,0,64,24
21188,control_change,,,,,24,0,1,,,,,,0,64,40
21212,note_on,,,,,0,0,1,,,,79,63,0,,
21212,note_off,,,,,24,0,1,,,,85,0,0,,
21212,control_change,,,,,0,0,1,,,,,,0,64,56
21248,control_change,,,,,36,0,1,,,,,,0,64,72
21284,note_off,,,,,36,0,1,,,,79,0,0,,
21284,control_change,,,,,0,0,1,,,,,,0,64,88
21300,note_on,,,,,16,0,1,,,,84,60,0,,
21332,note_off,,,,,32,0,1,,,,84,0,0,,
21492,control_change,,,,,160,0,1,,,,,,0,64,56
21504,note_on,,,,,12,0,1,,,,73,64,0,,
21504,control_change,,,,,0,0,1,,,,,,0,64,40
21516,control_change,,,,,0,0,1,,,,,,0,64,0
21516,note_on,,,,,12,0,1,,,,64,28,0,,
21584,control_change,,,,,68,0,1,,,,,,0,64,24
21592,note_on,,,,,8,0,1,,,,76,63,0,,
21596,control_change,,,,,4,0,1,,,,,,0,64,40
21608,control_change,,,,,12,0,1,,,,,,0,64,56
21620,control_change,,,,,12,0,1,,,,,,0,64,72
21632,control_change,,,,,12,0,1,,,,,,0,64,88
21644,control_change,,,,,12,0,1,,,,,,0,64,104
21680,note_on,,,,,36,0,1,,,,79,65,0,,
21692,control_change,,,,,12,0,1,,,,,,0,64,127
21708,note_off,,,,,16,0,1,,,,76,0,0,,
21752,note_off,,,,,44,0,1,,,,79,0,0,,
21776,note_on,,,,,24,0,1,,,,85,63,0,,
21780,note_off,,,,,4,0,1,,,,64,0,0,,
21840,note_off,,,,,60,0,1,,,,73,0,0,,
21860,note_off,,,,,20,0,1,,,,85,0,0,,
21876,note_on,,,,,16,0,1,,,,79,62,0,,
21960,note_off,,,,,84,0,1,,,,79,0,0,,
21972,note_on,,,,,12,0,1,,,,84,54,0,,
22016,note_off,,,,,44,0,1,,,,84,0,0,,
22060,note_on,,,,,0,0,1,,,,64,39,0,,
22060,note_on,,,,,44,0,1,,,,67,37,0,,
22072,control_change,,,,,12,0,1,,,,,,0,64,104
22084,control_change,,,,,12,0,1,,,,,,0,64,72
22096,control_change,,,,,12,0,1,,,,,,0,64,40
22108,control_change,,,,,12,0,1,,,,,,0,64,0
22132,note_on,,,,,24,0,1,,,,72,65,0,,
22192,control_change,,,,,60,0,1,,,,,,0,64,24
22200,control_change,,,,,8,0,1,,,,,,0,64,56
22212,control_change,,,,,12,0,1,,,,,,0,64,72
22224,control_change,,,,,12,0,1,,,,,,0,64,88
22232,note_on,,,,,8,0,1,,,,76,63,0,,
22236,control_change,,,,,4,0,1,,,,,,0,64,104
22248,control_change,,,,,12,0,1,,,,,,0,64,127
22320,note_off,,,,,72,0,1,,,,64,0,0,,
