tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,control,value,channel,program,port,note,velocity
7139,note_on,,,,,59,0,1,,,,,0,,,63,0
7140,note_on,,,,,4,0,0,,,,,0,,,69,50
7196,note_on,,,,,56,0,0,,,,,0,,,69,0
7200,note_on,,,,,4,0,0,,,,,0,,,73,50
7200,note_on,,,,,61,0,1,,,,,0,,,64,50
7200,note_on,,,,,0,0,1,,,,,0,,,67,50
7256,note_on,,,,,56,0,0,,,,,0,,,73,0
7259,note_on,,,,,59,0,1,,,,,0,,,64,0
7259,note_on,,,,,0,0,1,,,,,0,,,67,0
7260,note_on,,,,,4,0,0,,,,,0,,,70,50
7316,note_on,,,,,56,0,0,,,,,0,,,70,0
7320,note_on,,,,,61,0,1,,,,,0,,,57,50
7320,note_on,,,,,4,0,0,,,,,0,,,66,50
7320,note_on,,,,,0,0,1,,,,,0,,,60,50
7376,note_on,,,,,56,0,0,,,,,0,,,66,0
7379,note_on,,,,,59,0,1,,,,,0,,,57,0
7379,note_on,,,,,0,0,1,,,,,0,,,60,0
7380,note_on,,,,,4,0,0,,,,,0,,,63,50
7436,note_on,,,,,56,0,0,,,,,0,,,63,0
7440,note_on,,,,,0,0,0,,,,,0,,,67,50
7440,note_on,,,,,61,0,1,,,,,0,,,58,50
7440,note_on,,,,,0,0,1,,,,,0,,,61,50
7440,note_on,,,,,4,0,0,,,,,0,,,64,50
7518,note_on,,,,,78,0,1,,,,,0,,,58,0
7518,note_on,,,,,0,0,1,,,,,0,,,61,0
7518,note_on,,,,,0,0,0,,,,,0,,,67,0
7518,note_on,,,,,78,0,0,,,,,0,,,64,0
7680,note_on,,,,,162,0,1,,,,,0,,,41,50
7682,control_change,,,,,164,0,0,,,64,127,0,,,,
7718,note_on,,,,,38,0,1,,,,,0,,,41,0
7800,note_on,,,,,82,0,1,,,,,0,,,53,50
7800,set_tempo,,,,,118,1,0,,666667,,,,,,,
7800,note_on,,,,,0,0,0,,,,,0,,,73,50
7800,note_on,,,,,0,0,0,,,,,0,,,76,50
7800,note_on,,,,,0,0,0,,,,,0,,,85,50
7800,note_on,,,,,0,0,1,,,,,0,,,67,50
7800,note_on,,,,,0,0,1,,,,,0,,,61,50
