tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,control,value,channel,program,port,note,velocity
10920,note_on,,,,,7,0,1,,,,,0,,,46,70
11033,note_on,,,,,113,0,1,,,,,0,,,46,0
11033,note_on,,,,,113,0,2,,,,,0,,,34,0
11040,note_on,,,,,7,0,1,,,,,0,,,49,70
11040,note_on,,,,,7,0,2,,,,,0,,,37,70
11153,note_on,,,,,113,0,1,,,,,0,,,49,0
11153,note_on,,,,,113,0,2,,,,,0,,,37,0
11160,note_on,,,,,7,0,2,,,,,0,,,38,70
11160,note_on,,,,,7,0,1,,,,,0,,,50,70
11273,note_on,,,,,113,0,2,,,,,0,,,38,0
11273,note_on,,,,,113,0,1,,,,,0,,,50,0
11280,note_on,,,,,7,0,2,,,,,0,,,40,70
11280,note_on,,,,,7,0,1,,,,,0,,,52,70
11393,note_on,,,,,113,0,2,,,,,0,,,40,0
11393,note_on,,,,,113,0,1,,,,,0,,,52,0
11400,note_on,,,,,7,0,2,,,,,0,,,41,70
11400,note_on,,,,,7,0,1,,,,,0,,,53,70
11513,note_on,,,,,113,0,1,,,,,0,,,53,0
11513,note_on,,,,,113,0,2,,,,,0,,,41,0
11520,note_on,,,,,7,0,1,,,,,0,,,58,70
11520,note_on,,,,,7,0,2,,,,,0,,,46,70
11633,note_on,,,,,113,0,2,,,,,0,,,46,0
11633,note_on,,,,,113,0,1,,,,,0,,,58,0
11640,note_on,,,,,7,0,1,,,,,0,,,57,70
11640,note_on,,,,,7,0,2,,,,,0,,,45,70
11753,note_on,,,,,113,0,2,,,,,0,,,45,0
11753,note_on,,,,,113,0,1,,,,,0,,,57,0
11760,note_on,,,,,7,0,1,,,,,0,,,55,70
11760,note_on,,,,,7,0,2,,,,,0,,,43,70
11873,note_on,,,,,113,0,1,,,,,0,,,55,0
11873,note_on,,,,,113,0,2,,,,,0,,,43,0
11880,note_on,,,,,7,0,2,,,,,0,,,41,70
11880,note_on,,,,,7,0,1,,,,,0,,,53,70
11993,note_on,,,,,113,0,1,,,,,0,,,53,0
11993,note_on,,,,,113,0,2,,,,,0,,,41,0
12000,note_on,,,,,7,0,1,,,,,0,,,52,70
12000,note_on,,,,,7,0,2,,,,,0,,,40,70
12113,note_on,,,,,113,0,2,,,,,0,,,40,0
12113,note_on,,,,,113,0,1,,,,,0,,,52,0
12120,note_on,,,,,7,0,2,,,,,0,,,38,70
12120,note_on,,,,,7,0,1,,,,,0,,,50,70
12233,note_on,,,,,113,0,2,,,,,0,,,38,0
12233,note_on,,,,,113,0,1,,,,,0,,,50,0
12240,note_on,,,,,7,0,2,,,,,0,,,37,70
12240,note_on,,,,,7,0,1,,,,,0,,,49,70
12296,note_on,,,,,56,0,2,,,,,0,,,37,0
12296,note_on,,,,,56,0,1,,,,,0,,,49,0
12300,note_on,,,,,4,0,1,,,,,0,,,50,70
12300,note_on,,,,,4,0,2,,,,,0,,,38,70
12356,note_on,,,,,56,0,2,,,,,0,,,38,0
12356,note_on,,,,,56,0,1,,,,,0,,,50,0
12360,note_on,,,,,4,0,1,,,,,0,,,52,70
12360,note_on,,,,,4,0,2,,,,,0,,,40,70
12416,note_on,,,,,56,0,1,,,,,0,,,52,0
12416,note_on,,,,,56,0,2,,,,,0,,,40,0
12420,note_on,,,,,4,0,2,,,,,0,,,41,70
12420,note_on,,,,,4,0,1,,,,,0,,,53,70
