file,average_tempo,average_bpm,note_count,tick_count,note_density,tempo_deviation,unique_note_count,total_duration,overlapping_notes,chord_density,duration_per_note,tempo_complexity,notes_per_second,hand_independence,odd_time_signature_count,consecutive_note_std,pitch_range,average_polyphony,tempo_change_count,max_polyphony,note_to_note_transition,note_to_chord_transition,chord_to_note_transition,chord_to_chord_transition
Holst - Finale The Dargason.csv,365853.0,164.00029520053135,5272,144544,0.03647332300199247,0.0,57,289088,2438,0.462443095599393,0.00019717179543945096,0.0,18.236661500996235,0.27047970479704797,0,47.72799689051466,65.0,1.9453874538745388,2,9,2440.0,5281.5452380952365,5395.288095238094,1481.833333333334
Holst - Intermezzo.csv,454341.63701067615,132.05921516409492,2774,56350,0.049228039041703635,49820.01077881593,66,162558,1781,0.6420331651045422,0.0004060089321965083,0.1096531920486197,17.064678453229003,0.5015479876160991,3,44.2947882460224,68.0,2.8627450980392157,12,8,143.0,1206.6333333333332,1084.3166666666664,1312.1166666666659
Holst - Nocturne.csv,470113.9336845367,127.62863574314338,3174,46416,0.06838159255429162,9209.154686653825,72,133582,1181,0.37208569628229365,0.0005389947747451004,0.019589197483420046,23.760686320013175,0.34603658536585363,3,21.18958227948881,81.0,1.6128048780487805,20,5,867.0,1586.1333333333332,1393.5333333333338,2149.1666666666656
Holst - Ostinato from St Pauls Suite.csv,266666.0,225.00056250140625,2482,74064,0.03351155757182977,0.0,41,193006,969,0.3904109589041096,0.0002124286291617877,0.0,12.859703843403832,0.23755806237558064,2,41.27487523307738,55.0,1.6469807564698076,2,9,412.0,2094.5928571428567,2068.149999999999,129.03333333333336
Holst - Song Without Words - Ill love my love.csv,1057088.4439009477,56.7596782900998,3100,17459,0.17755885216793632,379495.2919444486,34,428725,1936,0.6245161290322581,7.930491573852703e-05,0.3590005113895734,7.230742317336287,0.9402654867256637,0,21.57633400228742,60.0,6.8584070796460175,41,24,36.0,37.6,28.6,881.330275606746
Holst - St Pauls Suite Jig.csv,333333.0,180.00018000018,4670,136960,0.034097546728971966,0.0,61,389696,3057,0.6546038543897216,0.0001565322713089177,0.0,11.983700114961405,0.44644002565747276,6,61.379256428655616,60.0,2.995509942270686,4,12,267.0,1824.3190476190475,1908.102380952381,1687.6214285714293
Holst - Toccata for Piano.csv,300000.0,200.0,4634,117760,0.039351222826086954,0.0,63,233600,1914,0.413034095813552,0.00026969178082191783,0.0,19.83732876712329,0.36176470588235293,0,40.3443319436471,80.0,1.7036764705882352,2,6,922.0,3663.3999999999974,3623.049999999996,1345.8500000000004
Holst M - In my cottage near a wood Variations.csv,457968.47470167064,131.0133847948489,4144,82816,0.050038639876352396,73059.00992743594,29,239264,1843,0.44473938223938225,0.0001212050287548482,0.15952846967256418,17.31978066069279,0.3212570929725011,0,32.742648142953726,50.0,1.8088171104321258,34,6,2439.0,3849.383333333335,3096.3333333333335,674.8833333333332
Hummel - La Galante Rondo Brillant Opus.120.csv,448394.47103116504,133.81074896400716,8938,128436,0.0695910803824473,98133.48949736611,67,309852,3211,0.35925262922353995,0.00021623226572686316,0.21885526213490147,28.846029717413476,0.31183970856102006,0,25.800144187449533,70.0,1.6280510018214935,19,9,4509.0,7113.650000000001,6689.049999999997,1936.960714285715
Hummel - Piano Method Pieces 1 to 20.csv,595265.7948385576,100.79530945713526,2709,88945,0.03045702400359773,155949.11619894646,53,88945,734,0.2709486895533407,0.0005958738546292653,0.2619823237806592,30.45702400359773,0.0,3,63.6362708876395,56.0,1.500831024930748,60,5,4439.0,3068.166666666666,3283.933333333333,1071.6
Hummel - Piano Method Pieces 21 to 30.csv,511804.7737412365,117.23220078899736,1396,44930,0.03107055419541509,56051.05249096664,57,44930,319,0.22851002865329512,0.001268640106832851,0.10951647066759387,31.07055419541509,0.0,2,76.36879048373206,60.0,1.3794466403162056,4,7,3536.0,953.7309523809523,944.3833333333331,543.2809523809524
Hummel - Piano Method Pieces 31 to 40.csv,625048.9325978906,95.99248454136547,3019,71617,0.04215479564907773,180099.2466814952,55,71617,558,0.18482941371315004,0.0007679740843654439,0.28813623588308324,42.154795649077734,0.0,2,48.44693938541103,56.0,1.30466724286949,85,5,7225.0,2918.216666666666,3116.3666666666677,623.9833333333335
Hummel - Piano Method Pieces 41 to 50.csv,520433.42591144907,115.28852109166583,5545,137425,0.04034928142623249,65620.40386462645,61,137425,1616,0.2914337240757439,0.0004438784791704566,0.12608798858317694,40.34928142623249,0.0,2,42.21810847366237,64.0,1.5933908045977012,122,5,5216.0,6090.099999999992,6125.983333333332,2650.9166666666606
Hummel - Piano Sonata in F sharp Opus.81 Mov.2.csv,2082089.4170467875,28.81720617220337,2810,121794,0.02307174409248403,312499.4192254623,69,445740,451,0.1604982206405694,0.00015479876160990713,0.15008933654189935,6.304123480055638,0.0,3,64.30221298552712,69.0,1.2406181015452538,985,6,14088.0,3120.9500000000007,3381.6000000000004,1105.8166666666664
Hummel - Piano Sonata Opus.1 Mov.1.csv,442786.7825390131,135.50539981331426,5417,952320,0.005688214045698925,74233.04827662768,56,15237120,2026,0.3740077533690234,3.6752352150537636e-06,0.16764964810142488,0.35551337785618276,0.0,0,204.35356984993274,60.0,1.6765707211389662,293,8,4419.0,7848.616666666669,7574.616666666669,5983.916666666672
Hummel - Piano Sonata Opus.1 Mov.2.csv,1617468.2987630828,37.09500832002918,1353,174720,0.0077438186813186816,374491.8522831102,55,2795520,457,0.3377679231337768,1.9674336080586082e-05,0.23152963960375186,0.4839886675824176,0.0,1,180.6982539125911,60.0,1.6540342298288508,151,6,1204.0,2167.2999999999993,2015.9499999999996,763.5833333333336
Hummel - Piano Sonata Opus.1 Mov.3.csv,489497.67212295387,122.57463807698961,3691,633600,0.005825441919191919,78816.17481635217,60,10137600,1459,0.39528583039826604,5.918560606060606e-06,0.1610144017121185,0.3640901199494949,0.0,0,202.1480531621782,59.0,1.7328638497652582,292,7,1944.0,4567.754761904771,4701.538095238102,1384.9499999999998
Hummel - Piano Sonata Opus.94.csv,651337.8725775194,92.11808882318456,9732,95143,0.10228813470250045,407897.2354242532,62,287109,4587,0.4713316892725031,0.0002159458602830284,0.6262452293923797,33.89653406894246,0.18224974200206398,1,18.779227690933016,65.0,2.0086687306501547,98,9,2004.0,4004.05476190476,3729.19365079365,3200.7357142857154
Hummel - Piano Sonata Opus.95.csv,682120.6666666666,87.96097660140289,13454,95143,0.14140819608378966,437687.8442888086,64,952102,6547,0.4866210792329419,6.721968864680466e-05,0.6416575038367727,14.130838922720466,0.3150413817920115,1,14.560327744529324,68.0,2.420654911838791,90,20,1596.0,3402.453335063626,3476.692451013037,5161.102989760497
Hummel - Rondo Opus.11.csv,344239.5735150925,174.29721803141098,6810,117120,0.05814549180327869,7644.214962228539,59,347904,2817,0.41365638766519824,0.00016958701250919793,0.02220609003250869,19.574365342163354,0.2773741567202906,1,30.697381707226707,61.0,1.7669953295277634,10,9,2515.0,6012.433333333337,5964.61666666667,1457.9166666666672
Ivanovici - Donauwellen Waves of the Danube.csv,346015.87038618466,173.40245097149628,5221,1361409,0.003834997418116084,118160.74181737163,56,6807045,1951,0.3736832024516376,8.226770940988344e-06,0.34148937066237356,0.7669994836232168,0.4537770734284205,3,438.50300029537516,64.0,2.758055995773904,68,8,730.0,4647.319047619045,5444.133333333336,4525.6714285714315
Jakobowski - Lullaby.csv,857840.4426460239,69.94307684413776,2818,21168,0.1331254724111867,198115.58764334765,41,126288,2152,0.7636621717530163,0.00032465475737995694,0.2309468961760029,22.3140757633346,0.662004662004662,0,21.247276909462613,53.0,6.568764568764569,11,19,20.0,504.1333333333333,466.9333333333332,1505.7015873015882
Jakobowski - The overture from the comic opera Erminie.csv,458799.04092920356,130.77621060079437,10830,93312,0.1160622427983539,144389.24953129364,62,266880,8266,0.7632502308402586,0.00023231414868105516,0.3147113150865851,40.58003597122302,0.5582642613359337,0,22.521039432518567,65.0,5.280351048269137,14,14,987.0,4388.66666666667,4551.450000000003,4153.273809523824
Jensen - A small part of the Cradle Song.csv,701754.0,85.50004702502586,660,16892,0.03907174994080038,0.0,26,33784,380,0.5757575757575758,0.0007695950745915226,0.0,19.53587497040019,0.38132295719844356,0,44.602996001471794,45.0,2.568093385214008,1,6,296.0,398.98333333333335,415.4833333333334,77.83333333333337
Jensen - Brautgesang Bridal Song.csv,400000.0,150.0,5802,122112,0.04751375786163522,0.0,57,486448,3235,0.5575663564288177,0.0001171759365852054,0.0,11.927276913462487,0.5257118572035699,1,37.775326173604995,65.0,2.4657883552911177,4,10,332.0,1564.7333333333333,1538.6999999999996,2102.7333333333327
Jensen - Elfin Dance.csv,413793.0,145.00003625000906,2282,101760,0.022425314465408804,0.0,46,203520,1330,0.5828220858895705,0.00022602201257861636,0.0,11.212657232704402,0.5146541617819461,0,85.02527622106354,55.0,2.675263774912075,1,10,292.0,1195.4499999999998,1134.8000000000002,741.3499999999998
Jensen - Hungarian Melody. Piano pieces -Songs  Dances- Opus 33 No.13.csv,500000.0,120.0,2310,74880,0.030849358974358976,0.0,37,149760,1311,0.5675324675324676,0.0002470619658119658,0.0,15.424679487179489,0.3594080338266385,0,65.20304383739494,50.0,2.441860465116279,1,10,133.0,793.5166666666668,569.6333333333331,1033.5166666666669
Jensen - Minuet .Piano pieces -Songs  Dances- Opus 33 No.11.csv,427350.0,140.4001404001404,2002,99008,0.02022058823529412,0.0,42,207232,1180,0.5894105894105894,0.00020267140210006177,0.0,9.660670166769611,0.4098984771573604,1,83.94466447995771,55.0,2.5406091370558377,2,12,446.0,1017.7,1108.9333333333336,388.51666666666677
Jensen - Part of the Intermezzzo.csv,461538.0,130.00013000013,1842,66304,0.027781129343629345,0.0,43,130752,1271,0.6900108577633007,0.0003288668624571708,0.0,14.087738619676944,0.4990583804143126,1,95.12449386868862,56.0,3.468926553672316,1,12,108.0,930.5666666666667,913.0000000000001,256.90000000000003
Jensen - Round Dance.csv,444444.0,135.000135000135,5340,51840,0.10300925925925926,0.0,72,207040,2873,0.5380149812734082,0.00034775888717156103,0.0,25.792117465224113,0.46322241681260945,0,16.410162307858574,79.0,2.3380035026269703,4,12,249.0,2497.3666666666654,2418.4333333333325,3830.7583333333355
Jensen - Wedding Procession from the Wedding Music.csv,352941.0,170.0000850000425,7120,75024,0.09490296438473023,0.0,72,308544,4595,0.6453651685393258,0.00023335407591785936,0.0,23.076125285210537,0.762455161418892,0,24.010543616887762,74.0,2.837783977680351,8,14,85.0,360.85,340.43333333333334,8875.215873015875
Joplin - A Breeze From Alabama.csv,333333.0,180.00018000018,2931,712704,0.004112506734913793,0.0,59,3563520,1115,0.3804162401910611,1.6556663074712645e-05,0.0,0.8225013469827587,0.45366795366795365,0,377.91869763288827,60.0,2.8291505791505793,2,6,956.0,2483.0833333333317,2797.1666666666683,5274.649999999986
Joplin - A Picture of Her Face.csv,517241.0,116.00008506672904,2229,336776,0.0066186426586217545,0.0,51,657426,67,0.0300583221175415,7.757527082896021e-05,0.0,3.3904956603480847,0.0009250693802035153,0,231.07017508445952,58.0,1.0309898242368178,1,2,22295.0,472.0,617.0,24.0
Joplin - Bethena a Concerto Waltz.csv,554752.4937847563,108.15634120119877,5506,161972,0.033993529745882003,136086.7633073415,66,486976,2729,0.4956411187795133,0.00013553029307399132,0.24531077342059338,11.306512025233276,0.16267942583732056,1,65.47309137754574,90.0,2.0264998159735,514,9,996.0,4676.9999999999945,5413.583333333322,3699.4499999999994
Joplin - Cleopha March And Two-Step.csv,620832.9912873013,96.64434854789144,4484,36721,0.12210996432559026,22618.051556376286,57,108650,2817,0.6282337198929527,0.0005246203405430281,0.03643178096814347,41.27013345605154,0.4260712130356065,0,12.808652934790015,64.0,2.7060953530476763,34,7,588.0,2539.7666666666673,2647.749999999999,2158.4500000000003
Joplin - Coca Club.csv,625000.0,96.0,2682,28650,0.09361256544502618,0.0,51,114600,1509,0.5626398210290827,0.0004450261780104712,0.0,23.403141361256544,0.8461538461538461,0,17.237281301855155,54.0,3.125874125874126,5,7,85.0,1079.0666666666668,1257.5309523809524,5852.888095238085
Joplin - Combination Dance.csv,444444.0,135.000135000135,4366,111136,0.0392852001151742,0.0,58,222272,2769,0.6342189647274393,0.00026094154909300316,0.0,19.642600057587103,0.40188087774294673,0,49.03392370678012,60.0,2.7373040752351097,1,7,114.0,1177.6833333333334,1122.4833333333324,2767.3999999999965
Joplin - The Battle of Prague Fantasia.csv,433818.36969551665,138.30672970836181,12456,207216,0.06011118832522585,92045.84501384341,57,606336,5812,0.4666024405908799,9.400728309056364e-05,0.2121759967851234,20.543065231158963,0.434926858694013,2,33.37914448718745,60.0,1.8784497059267078,19,7,2855.0,4749.535714285716,4894.935714285716,4802.971428571428
Joplin - The Chrysanthemum - An Afro-American Intermezzo.csv,689679.1218576906,86.99697888256574,4654,40487,0.11495047793118779,1168.479292626767,50,119637,2546,0.5470562956596476,0.00041793090766234525,0.0016942361390894366,38.9010088852111,0.31261950286806883,0,12.317426952042997,58.0,2.224665391969407,2,8,1623.0,4364.533333333334,4356.949999999999,948.3500000000007
Joplin - The Entertainer.csv,714285.0,84.000084000084,2510,58257,0.04308495116466691,0.0,70,116514,1461,0.5820717131474104,0.0006007861716188612,0.0,21.542475582333456,0.4297994269340974,0,31.74113629560833,72.0,2.3973256924546322,1,6,1783.0,4656.716666666665,4710.2333333333345,5017.183333333327
Joplin - The Favorite.csv,923076.0,65.000065000065,2824,57504,0.04910962715637173,0.0,50,115008,736,0.26062322946175637,0.00043475236505286587,0.0,24.554813578185865,0.29494561740243125,0,30.287177629184264,57.0,1.8067818298144593,1,6,9128.0,4447.733333333334,4412.866666666666,1514.3999999999985
Katzwarra - The Battle of Prague.csv,433818.36969551665,138.30672970836181,12456,207216,0.06011118832522585,92045.84501384341,57,606336,5812,0.4666024405908799,9.400728309056364e-05,0.2121759967851234,20.543065231158963,0.434926858694013,2,33.37914448718745,60.0,1.8784497059267078,19,7,2855.0,4749.535714285716,4894.935714285716,4802.971428571428
Komzak - Neues Leben opus 210.csv,432914.5815068493,138.59547024532532,3620,995331,0.0036369810645905734,61358.742715414686,63,4976655,1435,0.39640883977900554,1.2659105362939565e-05,0.1417340633384138,0.7273962129181147,0.44648318042813456,1,443.5005422763877,69.0,2.767584097859327,47,8,2151.0,2152.302380952382,2152.107142857142,4564.938095238098
Kuhlau - Allegro Sonatine Op.60 No.3.csv,500000.0,120.0,5910,246848,0.023941858957739176,0.0,58,493696,2968,0.5021996615905245,0.00011748120300751879,0.0,11.970929478869587,0.21575342465753425,0,69.11363657173898,65.0,2.0239726027397262,1,8,3143.0,3513.1666666666647,2944.616666666667,1227.0499999999995
Kuhlau - Sonatina - Opus.55 - No.1.csv,388423.4847916667,154.4705774734022,4784,80520,0.05941381023348236,113208.10187295431,49,232980,3161,0.6607441471571907,0.0002103184822731565,0.2914553478497166,20.533951412138382,0.29979879275653926,1,27.857888250659755,53.0,3.2085848423876593,2,8,1538.0,2360.516666666666,2309.766666666665,623.4999999999999
Kuhlau - Sonatina in G major - Op. 20 No. 1.csv,544364.6751524794,110.22023055260462,7520,103559,0.07261561042497514,271129.5198474591,54,510719,2560,0.3404255319148936,0.00010573328973466818,0.4980659697867322,14.724339607494532,0.2360774818401937,3,23.132290898702188,60.0,1.5173527037933818,3,6,4915.0,3258.2333333333313,3251.583333333332,1482.6833333333318
Kuhlau - Sonatina in G major - Op. 20 No. 2.csv,600000.0,100.0,3050,147556,0.020670118463498605,0.0,55,147556,311,0.1019672131147541,0.0003727398411450568,0.0,20.670118463498603,0.0,0,64.02062039924706,55.0,1.1139517896274653,1,5,7784.0,887.6666666666666,958.9833333333332,196.15
Lange - Au Revoir.csv,500000.0,120.0,1260,53088,0.023734177215189875,0.0,44,106176,564,0.44761904761904764,0.0004144062688366486,0.0,11.867088607594937,0.2474820143884892,0,63.99866460873413,55.0,1.8129496402877698,1,5,136.0,951.9999999999999,870.0666666666667,419.23333333333335
Lange - Blumenlied Opus.39.csv,500000.0,120.0,3896,37344,0.10432733504712939,0.0,53,103296,2336,0.5995893223819302,0.0005130885997521685,0.0,37.71685254027261,0.3406744666207846,0,22.944774333306686,71.0,2.681348933241569,4,8,1481.0,1037.6499999999999,1302.1666666666665,1954.15
Lange - Child  Cuckoo.csv,500000.0,120.0,1220,62144,0.019631822863027806,0.0,28,124288,631,0.5172131147540984,0.0002252832131822863,0.0,9.815911431513904,0.36006825938566556,0,76.06596872949083,39.0,2.0819112627986347,1,8,129.0,746.0,617.2499999999999,563.3333333333334
Lange - From the Long Ago.csv,750000.0,80.0,1384,49344,0.02804798962386511,0.0,40,98592,741,0.5354046242774566,0.0004057124310288867,0.0,14.037650113599481,0.297339593114241,0,57.11499276007455,46.0,2.1658841940532083,1,8,305.0,1082.7499999999998,1066.25,105.66666666666666
Lange - Promise of Spring.csv,500000.0,120.0,864,49856,0.017329910141206675,0.0,32,99712,458,0.5300925925925926,0.00032092426187419767,0.0,8.664955070603337,0.22413793103448276,0,80.02075261878785,45.0,2.12807881773399,1,5,252.0,701.9999999999997,502.58333333333337,93.21666666666663
Lange - Vintage Dance.csv,500000.0,120.0,1990,71520,0.027824384787472036,0.0,39,143040,1188,0.5969849246231156,0.00027265100671140937,0.0,13.912192393736019,0.3690176322418136,1,56.45922502823678,45.0,2.5062972292191437,1,9,522.0,1048.7500000000002,1157.6666666666667,255.7500000000001
Laurent - Granada - Fandango.csv,315789.0,190.0002850004275,2696,196896,0.013692507719811474,0.0,43,393792,1302,0.48293768545994065,0.00010919470177149358,0.0,6.846253859905738,0.29245283018867924,0,114.78939332006782,68.0,1.9564586357039186,1,8,498.0,2280.8333333333335,2417.916666666667,391.54999999999995
Lavallee - Le Papillon Etude de Concert Opus.18.csv,500000.0,120.0,3656,42096,0.08684910680349676,0.0,69,112128,1600,0.437636761487965,0.0006153681506849315,0.0,32.605593607305934,0.23851417399804498,0,19.697442222277296,78.0,1.7869012707722385,2,8,2009.0,2443.3666666666677,2455.450000000001,231.84523809523807
Le Thiere - Danse de Satyrs.csv,521739.0,115.00002875000719,6394,70558,0.09062048243997846,0.0,47,190076,3281,0.5131373162339693,0.00024726951324733265,0.0,33.63917590858394,0.4284795885567342,1,21.64779643220251,64.0,2.0552876888460303,6,6,424.0,10072.450000000008,10390.233333333343,478.45000000000005
Le Thiere - Loiseau Du Bois Polacca de Concert.csv,433041.6170365068,138.55481237717115,8370,101568,0.0824078449905482,13696.273047583018,54,286128,4882,0.583273596176822,0.0001887267237040765,0.03162807570623952,29.252642174131857,0.46505608283002586,1,24.41682312483167,62.0,2.4072476272648835,6,7,411.0,8405.249999999996,8367.799999999997,1424.9166666666663
Lecuona - En tres por cuatro.csv,800000.0,75.0,3234,75360,0.0429140127388535,0.0,58,301440,1787,0.5525664811379097,0.00019240976645435245,0.0,10.728503184713375,1.0,1,66.26551060846346,74.0,7.774038461538462,1,16,0.0,0.0,0.0,4199.161904761906
Lecuona - Malague├▒a from the Andalucia suite.csv,540401.1834931378,111.02862434934305,4864,52080,0.09339477726574501,186382.75293692623,53,150360,3294,0.6772203947368421,0.00035248736366054803,0.3448970110171733,32.34902899707369,0.31326116373477675,2,23.343060758066795,80.0,3.290933694181326,426,18,2125.0,2999.251190476191,3558.216666666665,2495.6511904761896
Lemire - Claudine.csv,430899.6520134228,139.24355640493988,2942,72528,0.04056364438561659,17538.953961008352,41,215328,1704,0.5791978246091094,0.000190407192747808,0.040703105419221834,13.662877099123198,0.37720033528918695,1,47.12829146072604,48.0,2.4660519698239733,28,11,101.0,1502.3976190476205,1533.0666666666677,467.24523809523834
Lemire - Colmar-Functioning.csv,600000.0,100.0,903,43392,0.02081028761061947,0.0,44,86784,481,0.5326688815060908,0.0005070058997050147,0.0,10.405143805309734,0.46919431279620855,0,60.19606161103015,55.0,2.139810426540284,1,6,85.0,1356.6166666666668,1380.6666666666667,740.45
Lemire - Filonor.csv,565419.7838736492,106.11584827991767,598,57600,0.010381944444444444,75663.80127190928,36,157344,318,0.5317725752508361,0.0002287980475899939,0.1338188076008628,3.8005897905226766,0.44727272727272727,1,102.58590380968478,41.0,2.1745454545454543,3,7,99.0,619.0833333333333,690.9166666666667,433.4523809523808
Lemire - Jeanne.csv,290976.9077296641,206.2019301399126,2440,85984,0.02837737253442501,21270.112626417154,35,254336,1496,0.6131147540983607,0.00013761323603422244,0.07309897129767572,9.593608454957222,0.48066298342541436,1,63.226619190408904,39.0,2.696132596685083,6,6,25.0,166.31666666666666,166.90000000000003,745.7166666666665
Lemire - LAmplepuisien.csv,461538.0,130.00013000013,3526,61984,0.05688564790913784,0.0,42,167360,2111,0.5986954055587067,0.00025095602294455065,0.0,21.068355640535373,0.4,0,35.89894028056376,48.0,2.611851851851852,2,10,107.0,642.4214285714286,617.1690476190478,2081.1785714285716
Lemire - Memory of Alsace.csv,500000.0,120.0,2470,152112,0.016238035132007993,0.0,53,304224,1570,0.6356275303643725,0.0001742137372462396,0.0,8.119017566003997,0.48085585585585583,1,97.587206729283,64.0,2.7815315315315314,1,8,736.0,1918.5666666666668,1891.2166666666662,4585.700000000006
Lemire - Plaisir.csv,600000.0,100.0,1626,65664,0.024762426900584795,0.0,35,168624,957,0.5885608856088561,0.00020756238732327545,0.0,9.642755479647025,0.6042296072507553,0,55.78260392899296,38.0,2.4561933534743203,1,8,167.0,1016.1833333333332,1053.75,818.7857142857135
Lemire - Ranali.csv,600000.0,100.0,934,37152,0.02513996554694229,0.0,42,107400,518,0.5546038543897216,0.00039106145251396646,0.0,8.696461824953445,0.5639097744360902,0,53.36590323369461,53.0,2.3408521303258145,1,6,145.0,941.8166666666667,999.7333333333337,480.04999999999967
Lemire - Riri-Hammer.csv,600000.0,100.0,1363,66816,0.020399305555555556,0.0,49,206576,787,0.5774027879677183,0.00023720083649601115,0.0,6.598055921307412,0.515625,0,68.51935757064413,55.0,2.3663194444444446,1,6,219.0,2013.5166666666664,2231.0333333333324,1440.6166666666652
Lemire - Triste.csv,600000.0,100.0,271,35613,0.0076095807710667455,0.0,19,71204,5,0.01845018450184502,0.00026683894163249256,0.0,3.80596595696871,0.007547169811320755,0,146.99516088436405,28.0,1.0226415094339623,1,3,1545.0,24.833333333333336,13.166666666666664,0.0
Lemire - Vie.csv,789183.3430592396,76.0279604577211,561,48000,0.0116875,91431.78430626485,44,119160,274,0.48841354723707664,0.00036925142665323934,0.11585620136359312,4.707955689828801,0.5035460992907801,0,64.21910965973754,50.0,1.9893617021276595,3,5,862.0,540.45,578.2666666666667,241.68333333333328
Liszt - 2nd Hungarian Rhapsody.csv,492407.02098765434,121.85041529191422,6694,445440,0.015027837643678162,177775.74146083219,79,2227200,2391,0.35718553928891544,3.5470545977011496e-05,0.3610341320971729,3.0055675287356323,0.37870576984379983,0,105.13958611325063,80.0,2.133885878227606,331,9,5200.0,11263.711904761894,11236.3619047619,5910.226984126974
Liszt - Bagatelle Without Tonality.csv,286349.58022988506,209.53409448629623,1860,276823,0.006719094872897122,93299.32694722716,59,553303,69,0.037096774193548385,0.00010663235153252377,0.32582316646780235,3.361630065262614,0.0,2,184.63511358271765,67.0,1.0402684563758389,548,3,10705.0,701.1666666666666,548.0,58.5
Liszt - Benediction to god in solitude.csv,575020.6328034868,104.34408189402308,13590,171074,0.07943930696657586,48205.02422027326,76,316523,1433,0.10544518027961737,0.00024010893363199515,0.08383181658239265,42.935268527089654,0.0,0,23.2626990466616,77.0,1.1189790037052285,26,5,49122.0,5399.6,6202.933333333333,1238.833333333333
Liszt - Canzone.csv,538039.6248457425,111.51595018155433,2211,105476,0.020962114604270166,24454.45692509403,60,191456,128,0.05789235639981909,0.0003133879324753468,0.045451033336262534,11.548345311716531,0.0,0,54.96190068647971,65.0,1.064516129032258,15,3,11783.0,1533.5000000000002,1172.8333333333333,45.33333333333333
Liszt - chubert-Liszt Serenade.csv,858696.7095877721,69.87333167819372,3050,30000,0.10166666666666667,59405.12751143971,42,119490,1619,0.5308196721311476,0.000351493848857645,0.06918056963320363,25.52514854799565,0.22393822393822393,1,19.878097030234493,54.0,2.3552123552123554,72,6,10.0,303.9666666666667,398.1666666666667,2679.100000000001
Liszt - Dante Sonata.csv,369593.1559727313,162.34066846310006,12343,584156,0.021129629756434926,70314.9878482152,83,1154508,2233,0.1809122579599773,7.189209602705222e-05,0.1902497021709002,10.69113423207115,0.0,0,92.40904897424832,83.0,1.2237755304382312,2490,4,77928.0,20620.416666666664,19989.583333333332,7981.666666666668
Liszt - Erlkonig - The Witch King by Franz Schubert.csv,460363.4945773954,130.33179369506442,5217,142314,0.03665837514229099,14191.381606209277,66,426108,3200,0.6133793367835921,0.00015489030949900024,0.03082647032913999,12.243374919034611,0.3911671924290221,0,38.811114484242964,75.0,2.7429022082018926,29,8,1481.0,2763.133333333333,2887.517857142858,3922.1297619047664
Liszt - Eroica.csv,449628.30965343246,133.4435548469962,3003,196100,0.015313615502294748,64571.57665120386,78,386996,1147,0.38195138195138195,0.00020155247082657185,0.14361101217353234,7.759770126823017,0.0,0,137.40738103058854,78.0,1.6382978723404256,20,9,11666.0,4753.835714285715,4746.545238095237,2702.5698412698407
Liszt - Evening Harmonies in Db Etude No.11.csv,593889.7099559148,101.02885938948813,10396,321120,0.03237419033383159,207956.35685261013,79,934560,6998,0.6731435167372066,8.453175826057183e-05,0.35015989226020944,11.123951378188668,0.23226261913166255,1,79.37529394850698,79.0,3.6696081891987293,111,19,13032.0,5073.833333333336,5268.821428571428,4325.785714285718
Liszt - Lamento.csv,511949.1318996416,117.1991439410467,4803,293988,0.016337401526592923,14015.723849912158,77,514592,521,0.10847387049760567,0.00014963310739381878,0.027377180615396936,9.333607984578073,0.0,0,92.82758744649888,77.0,1.1216721158337226,519,4,36895.0,5181.416666666666,4525.666666666667,974.7500000000001
Liszt - Liebestraume No 3.csv,470114.68404772424,127.62843203151048,1891,196872,0.00960522573042383,32131.456312313283,72,325788,144,0.07615018508725542,0.00022100261519761318,0.0683481231338254,5.804388129703979,0.0,0,144.941127194997,76.0,1.0849110728628801,7,4,14239.0,1655.4166666666667,1555.0,183.91666666666669
Liszt - Mephisto Waltz Mov.1.csv,500000.0,120.0,3796,197952,0.019176365987714192,0.0,74,391616,2515,0.6625395152792413,0.0001889606144794901,0.0,9.693168818434385,0.503620273531778,1,99.8982287433718,73.0,3.053901850362027,1,10,395.0,2636.4642857142853,2762.3214285714284,4737.183333333331
Liszt - Mephisto Waltz Mov.2.csv,500000.0,120.0,2746,179296,0.015315456005711226,0.0,64,512320,1383,0.5036416605972324,0.00012492192379762648,0.0,5.359931292941911,0.45385779122541603,1,86.91407688345309,68.0,2.0771558245083206,1,7,2864.0,3038.7571428571414,3177.216666666664,1592.6738095238088
Liszt - Mephisto Waltz Mov.3.csv,552214.6636432351,108.65339866955021,3288,164096,0.02003705148205928,49954.70457793535,81,642496,1922,0.5845498783454988,0.0001260708237872298,0.09046247386543357,5.11754158780755,0.3067758749069248,3,73.84815977178918,94.0,2.4482501861504096,4,8,1257.0,2241.533333333335,2882.8166666666634,7134.419047619051
Liszt - Transcendante Etude No. 10.csv,646539.3856717785,92.80177098206904,8206,181800,0.04513751375137514,120720.24038422239,78,541080,5101,0.6216183280526444,0.00014415613218008428,0.18671753501728217,15.165964367561173,0.20719738276990185,1,41.70424270659328,87.0,2.9829153035259908,104,16,5863.0,7647.5095238095255,7276.800000000002,6091.552380952381
Liszt - Valse Oubliee No.1.csv,500000.0,120.0,1857,81128,0.02288975446208461,0.0,50,81128,102,0.05492730210016155,0.0006163100285967853,0.0,22.889754462084607,0.0,0,80.20489791981305,57.0,1.0581196581196581,1,4,15021.0,1050.3333333333335,947.9166666666666,47.58333333333333
